param,mean,std,median,min,max,transform,MPF,Actual
alpha_0,-5.210619791895418,2.599430524706096,-5.165251211992363,-15.55194117560287,5.500275663536817,-2.531481604187158,-0.67841197311,-0.94194129823
alpha_1,2.444150572921144,0.8779983593536325,2.425954892257894,-0.3248702488291841,5.549375007026085,-3.025539229904415,0.034940006754,-0.010291902434
alpha_10,4.901349105372842,1.715245988221895,4.874889131349372,-0.6520165397367111,11.269798268621331,-3.235106751172379,0.34784067981,0.27977122488
alpha_2,12.1019328448925,2.13250690476442,11.965411768843104,5.969273750292209,25.648144896132898,6.745063904274552,-0.60966779513,-0.57826677877
alpha_3,-2.0550353654582274,1.5026243620270037,-2.044460710211725,-8.070691985762869,3.0272096324447593,-3.415935411012998,0.0034507643461,0.036804816653
alpha_4,5.228770606758406,1.1125242036805583,5.221558886932073,1.5776496534001276,9.517268596212935,3.1630207611450043,-0.59247072417,-0.64937098831
alpha_5,-2.678130935308309,1.0114968767405768,-2.6729632030245334,-6.4454162515920395,0.4475757210547081,-2.3182936248538883,0.5715449558,0.74775704368
alpha_6,3.516958747088346,0.883148992222886,3.514698942604909,0.8180742997196193,6.370475235321063,1.9017329074558076,-0.14991796611,-0.10196866647
alpha_7,-0.6524375144178147,3.6987109826578637,-0.21132799237289734,-17.067297976077445,9.731720135474932,-3.2853420166649148,0.19843614003,0.2632097975
alpha_8,6.275428529208133,1.7410076974047273,6.199534603842172,1.0062427617978487,13.720562348438373,0.8047183384957561,0.30029241694,0.47718074822
alpha_9,5.324222688892262,1.1658106799627654,5.302144258010957,1.721556021295114,9.692972657445484,0.19844188128639706,-0.076179673132,-0.093818192428
beta_0_1,2.7153102750308338,0.6542783304662274,2.677786723604987,0.37442556372729063,6.027302827555644,0.6788275687577084,0.46692709386,0.53029046373
beta_0_10,-2.9643159754607185,0.5669812221606035,-2.9565975575623846,-5.389506708405513,-0.6848946803761847,-0.7410789938651796,-0.21249987624,-0.078416460176
beta_0_2,-1.3251494932199417,2.060936714060669,-1.2132763390991559,-12.196573433273494,6.7527388515173445,-0.3312873733049854,0.39220288049,0.14805138479
beta_0_3,1.9816031711986017,0.9879078281133424,1.9340339196992085,-1.589829913189392,6.0614904258016,0.49540079279965044,0.19755736131,0.17353644264
beta_0_4,1.331645753487599,0.7668580764142919,1.3034557376421931,-1.1908085557100672,4.25468783506893,0.33291143837189974,-0.34493071516,-0.34422972796
beta_0_5,-2.341775824559981,0.8695808144716002,-2.277472852581,-6.200065707845612,0.13987313209638358,-0.5854439561399952,0.10201660918,0.24193593026
beta_0_6,0.8729269800846302,0.5723181892083101,0.8899832924922255,-1.4607552881418349,2.974451551383439,0.21823174502115755,1.2123538754,1.2201591121
beta_0_7,10.531555839565756,3.4808284294272047,9.952532255881248,3.504292526958609,30.127695578897605,2.632888959891439,-0.49266214821,-0.3542732532
beta_0_8,-7.516143781452877,4.149391316525126,-6.989312060522161,-26.014195946860223,1.6359792099189225,-1.8790359453632193,0.7596883046,0.92073887643
beta_0_9,3.9000180995465183,0.6467832167818991,3.8691527924217426,1.9275569247589281,6.577473426696361,0.9750045248866296,-0.69252204207,-0.75274164475
beta_1_10,2.3175805496197426,0.5224867668342229,2.30945154788211,0.472196894052024,4.453885618585184,0.5793951374049356,-0.20320095204,-0.41738469024
beta_1_2,-1.470895890453213,0.5030636120487801,-1.4627768203671185,-3.5682910620570856,0.3165962254030073,-0.36772397261330325,0.056542344295,-0.15572632408
beta_1_3,0.05538346790477635,0.6207405765292179,0.06904809541588523,-2.1425499314136918,2.251240109410143,0.013845866976194087,-0.31961794034,-0.26910523756
beta_1_4,-1.4121201415414018,0.5744528450325849,-1.4055425171566074,-3.6747385936595336,0.8798872530339895,-0.35303003538535044,0.23423434344,0.36724619785
beta_1_5,1.2958084488665078,0.47763321904653355,1.284705936006489,-0.32649730123058057,3.4250563809244903,0.32395211221662695,0.090839072804,0.30649892921
beta_1_6,0.3070262973292363,0.3644548689030995,0.307705056220162,-0.9417986708829972,1.687855878921871,0.07675657433230908,-0.69005176315,-0.58197513441
beta_1_7,-3.485630317911553,0.4316185654658105,-3.4756186272994953,-5.268293264777139,-2.035202331042307,-0.8714075794778883,-0.33672910134,-0.52580910065
beta_1_8,-1.8663959594794313,0.620133592439157,-1.8606553809849276,-4.290671491558418,0.08037130846561223,-0.4665989898698578,-0.68617323151,-0.50132177548
beta_1_9,-3.274266392566768,0.5282200413920258,-3.257771777511373,-6.131903541573463,-1.626914593406126,-0.818566598141692,0.53909677661,0.83029799336
beta_2_10,-3.904104806502806,1.4272532108130789,-3.776381185076657,-11.889202299783758,0.7499652103781151,-0.9760262016257015,-0.15531431223,-0.28289003287
beta_2_3,-1.6930674646429156,1.0264719583023796,-1.6354347476450246,-6.384524826520417,1.667265272642715,-0.4232668661607289,-0.1598192099,-0.13874403107
beta_2_4,-0.804648831285958,0.6495613226401199,-0.8155068832150068,-3.287691417296005,1.4986807068138182,-0.2011622078214895,0.17689611594,0.31576323646
beta_2_5,1.1143832264327955,0.5780077996042542,1.1278145547344922,-1.188012763913431,3.19233996677426,0.2785958066081989,0.080054729074,0.23235960443
beta_2_6,0.3370308337087134,0.445752338236301,0.3359175245232848,-1.3843763519487562,2.0300271629878885,0.08425770842717835,-0.75931866997,-0.81429785423
beta_2_7,-5.901068317879727,1.6027738138958254,-5.7076626620120186,-14.231406445601154,-2.024539036627675,-1.4752670794699319,-1.4101878997,-1.5598051157
beta_2_8,-8.360595342116515,1.3597227846332394,-8.234931401905152,-16.95678955208115,-4.667199948355521,-2.0901488355291287,-0.035480646338,-0.22675164583
beta_2_9,-0.7350091294756312,0.8199899940247765,-0.6990539840838808,-4.465786362362915,2.3469681770478314,-0.1837522823689078,-0.4719660293,-0.30755638953
beta_3_10,0.9646714553609088,0.6395097055091322,0.974811799016915,-1.5247235652820543,3.5367395698381783,0.2411678638402272,-0.4977565369,-0.75956809811
beta_3_4,-2.254406452940206,0.49496651937582803,-2.2420710148999037,-4.362086905779527,-0.2881350216278441,-0.5636016132350515,0.72574677059,0.79737787647
beta_3_5,3.5293135826863753,0.5691957261849467,3.5141567563204643,1.382305217256734,5.669028869220932,0.8823283956715938,0.4704976076,0.34826285637
beta_3_6,2.349004191413398,0.6882042575935572,2.311022835156809,-0.09538087140092248,5.462260506535523,0.5872510478533495,0.015934120155,-0.027859620318
beta_3_7,0.09598765079491212,0.7275463492960995,0.09154027010638674,-2.494417002416313,2.891602938340044,0.02399691269872803,-0.62928366714,-0.68772203784
beta_3_8,-3.727513113660945,0.9787157090683685,-3.684378052216324,-8.301566948817536,-0.6180270007821836,-0.9318782784152363,0.22264146545,0.071753695911
beta_3_9,1.4754134391983018,0.8221658214510092,1.4507535083409895,-1.502141707844989,5.234845151758048,0.36885335979957545,0.15441094116,-0.0076246087483
beta_4_10,-0.150720702280435,0.5679570585844684,-0.1529990029623523,-2.0670290183549302,1.9056073232883346,-0.03768017557010875,-0.58995842674,-0.60212864166
beta_4_5,-2.483104877109456,0.4807840341379752,-2.4688366990935995,-4.216868712281194,-0.8280272176231477,-0.620776219277364,-0.4658810576,-0.54557919174
beta_4_6,-2.150804482283893,0.4323460084939366,-2.141294607371262,-4.046730252544931,-0.6673858001531309,-0.5377011205709733,-0.12658810983,-0.10427426126
