param,mean,std,median,min,max,transform,MPF,Actual
alpha_0,-0.10094398304780837,0.3314730556614122,-0.0959853641790388,-1.4332453210642768,1.149599254026363,0.3464781739780533,0.2966724079,0.2782499319
alpha_1,-0.6860922436713144,0.33238038565246225,-0.684673516514495,-1.8179916291693323,0.6696794772457781,-0.4197438014580963,-0.35388709393,-0.39955639168
alpha_2,-1.7480806154894244,0.3469742232148216,-1.751720541448,-3.0927473897179434,-0.4185680930714186,0.32263494649073243,0.26217069927,0.26532885999
alpha_3,1.9645115910166961,0.285562948113566,1.959786451425663,0.9414052599333336,3.1916891876120084,0.008044470874112863,0.038307809672,0.066222004749
alpha_4,-1.7318968116720288,0.3620544424702944,-1.728257669656844,-3.0735112226570287,-0.38980185540220763,-0.07779916227247952,-0.081360353678,-0.047452520177
alpha_5,0.9470055647500683,0.3026112981451668,0.935617260289336,-0.25606225740913197,2.213953724963898,-0.24902479687728324,-0.21499157141,-0.22640697622
alpha_6,0.9296068279831659,0.29692996473405225,0.9245427658859211,-0.024740281583089836,1.982855276030628,-0.3455847401394087,-0.30940511367,-0.36155784477
beta_0_1,0.1956735747979018,0.2640293963043614,0.19654805001390202,-1.1734491359101933,1.2613475234648837,0.04891839369947545,0.046502413571,0.10567586541
beta_0_2,0.8390024987635396,0.2506124786799751,0.840784310256945,-0.11279850869572618,1.945659556461663,0.2097506246908849,0.20844180288,0.16299603513
beta_0_3,-0.05970878692371672,0.2601320397783104,-0.06027398969389014,-0.9522992950431579,0.9977152943279639,-0.01492719673092918,-0.018708725957,0.025861758276
beta_0_4,1.9197029442368982,0.26099763143951216,1.9182429188633892,1.0356304259803717,2.9058132589300776,0.47992573605922456,0.44097550885,0.43091538461
beta_0_5,-1.1805352723709601,0.2648124204436921,-1.177257527184922,-2.228339417525383,-0.3050850301499172,-0.29513381809274003,-0.2689238355,-0.24207228443
beta_0_6,-0.12633429649583294,0.2652098499978775,-0.1288646187589358,-1.1065446852115153,0.8039850169608354,-0.031583574123958236,-0.046879072842,-0.027316626925
beta_1_2,1.6533664046324608,0.25372828782812396,1.6474196305821063,0.7305760599984148,2.570199714171309,0.4133416011581152,0.389444515,0.41823269149
beta_1_3,-0.930103462157297,0.25014141162028125,-0.9240878351430191,-1.8270226104859133,-0.06278574436987183,-0.23252586553932425,-0.22424018668,-0.18087936537
beta_1_4,0.6554796841183981,0.2528725776030782,0.6541466652278738,-0.3401204124750117,1.5985936349516097,0.16386992102959952,0.16726336124,0.079046721256
beta_1_5,-1.742377880371142,0.24908227336562536,-1.7364349536899495,-2.693589583963211,-0.9223849846081817,-0.4355944700927855,-0.40992721473,-0.2957968808
beta_1_6,-0.13882903951007808,0.25491798399745436,-0.13284712701472903,-1.0561783259351725,0.7951836264016862,-0.03470725987751952,-0.025272354149,-0.045846035617
beta_2_3,0.6204104878213048,0.2497924478063283,0.6183838861385622,-0.24255165468108372,1.4470465461013489,0.1551026219553262,0.14736546931,0.22005432763
beta_2_4,1.2329266648075645,0.2489976570467777,1.2280391693711796,0.2505000830724028,2.1912862170684724,0.30823166620189113,0.29968453201,0.31980939708
beta_2_5,0.03907944451057855,0.24462477748850903,0.03733179215090007,-0.9408219464344261,0.9085654465172136,0.009769861127644637,-0.00028407038969,-0.037075973352
beta_2_6,0.4019155164063297,0.26255042463365824,0.3979954247422664,-0.5196627617326154,1.3539568798802128,0.10047887910158243,0.074454274943,0.10740208268
beta_3_4,-0.5073818972116383,0.25951044907952264,-0.5058647162003254,-1.4976099538288898,0.4489671240084848,-0.12684547430290957,-0.1056173699,-0.16676416046
beta_3_5,-1.1558378830768146,0.23959087318406544,-1.151481310056722,-2.222028349950407,-0.3052487673188825,-0.28895947076920364,-0.28469135923,-0.21353345779
beta_3_6,-1.8642237569887792,0.2344768155720682,-1.8564365627288115,-2.7459726531327178,-0.9958384167807156,-0.4660559392471948,-0.44065206573,-0.40851879941
beta_4_5,1.2577559462687953,0.28026334313883033,1.2475046866152661,0.2936887498462486,2.330447628357234,0.3144389865671988,0.29119351702,0.21365163619
beta_4_6,-1.4058863679658788,0.2612166929910764,-1.4042018803662923,-2.7442321215050955,-0.416416659980494,-0.3514715919914697,-0.31366273589,-0.3252979439
beta_5_6,-0.10819467196972697,0.2599041541612668,-0.10940061848573497,-1.1604137844258395,0.9633152089119681,-0.027048667992431743,-0.027656379024,-0.0035693251579
