param,mean,std,median,min,max,transform,MPF,Actual
alpha_0,-0.9582519669149827,0.943775563514843,-0.9904589604682871,-3.760286470571282,2.065933209357699,0.08010172123365433,0.036225357158,-0.22932985399
alpha_1,-4.254020953008376,1.0778237817946283,-4.20551256257115,-8.763990338753594,-0.6356538907423985,-0.7748655625752581,-0.66131095639,-0.71239295896
alpha_2,-3.9606756523105253,1.167076488159315,-3.9200607722185326,-8.424973153445354,-0.08494680321797204,-0.5303054945981918,-0.51918897781,-0.59843638081
alpha_3,-1.5443837431790128,1.1028467485600235,-1.5130128703660048,-5.635303960377788,2.1485146195676443,-0.14135992052198854,-0.11799521787,-0.10415686175
alpha_4,4.568885726773092,0.9770860777778791,4.521343268516091,1.9625917849434034,9.433082132236386,1.1131550760471618,0.92555643924,1.1290700407
alpha_5,0.24776122845179796,0.9587286061756752,0.23490505016666716,-3.4004841052925907,4.681385775729618,-0.021964030217462446,-0.047753493561,-0.070758675505
alpha_6,2.819102797068333,0.9488053862756795,2.822236075575047,-0.10824627863708133,6.50307541881115,-0.5052973623014017,-0.30850701666,-0.72370146781
beta_0_1,2.542819948349325,0.6970432745398712,2.529186670605993,0.31791261288016415,5.928981088248678,0.6357049870873313,0.51101310807,0.58830025416
beta_0_2,-1.5905033057542415,0.9253947369037091,-1.5758672149347825,-4.956428131267327,2.181124622224189,-0.39762582643856037,-0.27811645902,-0.264225423
beta_0_3,2.3174788033220732,0.8623630384573876,2.290351354384881,-0.8231620099528869,5.491575282323509,0.5793697008305183,0.46407927327,0.33730099042
beta_0_4,0.15139095633594807,0.9201335249395991,0.16180893784367448,-3.034586706671732,4.037006451198515,0.03784773908398702,0.017499188437,0.32879951858
beta_0_5,2.3216274479791386,0.45943816537228743,2.3160096268114527,0.6360765390120942,4.220963951989559,0.5804068619947846,0.59854275197,0.43796692435
beta_0_6,-3.505903031467661,0.5133944955408671,-3.499277679540034,-5.535273951432112,-1.6928677069237452,-0.8764757578669152,-0.78553918198,-0.60152026813
beta_1_2,-0.17952197947973086,0.9127192267669304,-0.1735274929700252,-3.785682634167211,3.0930216666390513,-0.044880494869932716,-0.00043868855797,0.057500129139
beta_1_3,-0.1104349303472256,0.874255719215865,-0.08899152389453528,-3.525674402159506,3.1683982417057863,-0.0276087325868064,-0.033946382243,-0.0012397490013
beta_1_4,-1.0709860069915573,0.6630898949665421,-1.0643110120393204,-3.706195556392954,1.3130995074751828,-0.26774650174788933,-0.31706026037,-0.26485560813
beta_1_5,3.1030152320179054,0.7875525528103601,3.0672421681053392,0.642644219762975,6.2677215621114755,0.7757538080044764,0.66549285048,0.87239512395
beta_1_6,1.1236873921670028,0.9405805687852902,1.1087557656279894,-2.608466694800253,5.254558694387319,0.2809218480417507,0.15688089625,0.2090110656
beta_2_3,5.593663430100992,0.5700691104860818,5.566698142212669,3.8259538615865,7.750019203266508,1.398415857525248,1.2657967479,1.2531912808
beta_2_4,-0.4139103560763063,0.8394665197910371,-0.42001189380721643,-3.522942348778992,2.958858856409496,-0.10347758901907657,-0.23762034326,-0.11106737016
beta_2_5,1.9704284710599362,0.9688833469287422,1.9490718602179946,-1.3960909872468779,6.27140264330605,0.49260711776498406,0.26454778736,0.0039232896903
beta_2_6,0.4199730663776337,0.8649786325528178,0.39018218923040826,-2.4795175773132354,3.6671158080550716,0.10499326659440843,0.11962772123,-0.026832682836
beta_3_4,-2.0886115950417152,0.8410311807685918,-2.0996853464309266,-5.397660320573411,1.0889457510563554,-0.5221528987604288,-0.4633624939,-0.47165629355
beta_3_5,-2.271782563982807,0.910948355395177,-2.2380920929537202,-5.940287870161732,1.0693224450712133,-0.5679456409957018,-0.38657774996,-0.24384930665
beta_3_6,-0.9169853397812467,0.7920901990876289,-0.9260669171114768,-3.6195055410086425,2.3707002358843288,-0.22924633494531169,-0.13166121494,-0.17437792757
beta_4_5,-1.0947670908967615,0.9682919934512859,-1.0816951656655664,-5.4521120244231955,2.519455642772313,-0.2736917727241904,-0.25978984528,-0.47013347463
beta_4_6,-0.16826705668714448,0.9610248735880356,-0.17775377915496668,-4.616198310175264,3.1709375400823383,-0.04206676417178612,-0.059340351972,-0.01077427863
beta_5_6,-4.611900073950857,0.7148947549204625,-4.574000511993521,-7.684111140928844,-2.1817575091730195,-1.1529750184877143,-0.97552143945,-1.3332295811
