param,mean,std,median,min,max,transform,MPF,Actual
alpha_0,-5.709011357626176,2.2346843951898974,-5.58196792270704,-15.824883485985508,1.4047008150671652,2.364917930012326,1.4989673141,1.3433324336
alpha_1,-6.695702021920835,1.2228511409778688,-6.678503289110173,-11.53766902666132,-2.5496011825384546,-1.6721653700732815,-1.6639009489,-1.5631593329
alpha_2,3.78365943621291,0.7289932402603487,3.7711295623410246,1.4031701331469923,7.059067231734629,1.2610652495517238,1.2170712523,1.3589358016
alpha_3,-3.447034473190597,0.9954646752020551,-3.414832694613153,-7.269567949823639,-0.43709697659275193,-0.3457061415531404,-0.095307786459,-0.18906489097
alpha_4,8.020349427560575,1.8807634712713766,7.763326458982034,3.5862587300853255,16.181747350178725,1.3578915521634496,1.6691920121,0.97524077425
alpha_5,0.11999264515584991,2.991453137684374,-0.006520203269155034,-10.371388240317684,11.115269415594833,2.266687632579893,1.1671719054,1.5923477988
alpha_6,1.7463884408023613,2.9735332092525524,1.7953699481097702,-11.070317916950748,11.546673953346465,-0.801110228998444,-0.31885747495,-0.92608081522
beta_0_1,4.2310144866450266,0.9501023432295096,4.149192129710823,1.4551404256269616,8.655214868578094,1.0577536216612566,0.99066498455,0.88140539318
beta_0_2,-2.496771497717955,0.9760159800794553,-2.4175699228328953,-6.521468794647202,0.9951192673587537,-0.6241928744294888,-0.59463261112,-0.29154326621
beta_0_3,7.824950631410267,1.851477301406769,7.6231518746247975,3.382271962191491,17.461360691741543,1.9562376578525666,1.9999419334,1.0711983803
beta_0_4,2.3378887120505243,2.0597951346556673,2.11177111013233,-3.6405782339409916,10.965102265971096,0.5844721780126311,0.59679784509,0.77558770894
beta_0_5,4.886714910680754,2.04255006711684,4.603491260280371,0.1533096079659235,16.089917978111256,1.2216787276701886,1.3945296975,0.99351754566
beta_0_6,4.093897192233041,2.5563249669590684,3.9731028175284777,-5.045074473473069,14.226908223226408,1.0234742980582603,0.94349600808,0.78682629814
beta_1_2,2.635784580586084,0.5573394176563459,2.6183058093864453,0.8388738812091484,4.908201263136223,0.658946145146521,0.56168325119,0.57086185816
beta_1_3,0.03568442975287927,0.7248232148319951,0.01583512987975866,-2.8072957011558985,3.0680291673707774,0.008921107438219817,0.073576119528,0.1046048169
beta_1_4,0.444356317938015,0.7483563489079452,0.4390038215129609,-2.5936183987496126,3.102145277743406,0.11108907948450375,0.12744322384,0.016782144157
beta_1_5,3.160553785929924,0.4248322996944653,3.1472999213085977,1.6124629201554228,4.891718227864256,0.790138446482481,0.75380015457,0.88205925063
beta_1_6,-3.804651037303385,0.756963964500836,-3.793086280635028,-6.618684054857835,-1.5707523238817303,-0.9511627593258463,-0.89114300047,-1.0811523375
beta_2_3,2.8061594210732914,0.6100312365346804,2.765637467390244,1.008669246248234,5.47895592625522,0.7015398552683229,0.74405173559,0.52712541355
beta_2_4,-1.9613914221873034,0.6399201104566079,-1.938962036131663,-4.761816363767215,0.09646201424590732,-0.49034785554682586,-0.44700046233,-0.48391614943
beta_2_5,-1.7130629294333566,0.7164735514864387,-1.7021609239498732,-5.039722817171741,0.972484103596556,-0.42826573235833915,-0.32441715741,-0.68298914798
beta_2_6,-1.7937760265396845,0.7435474907669462,-1.778936370415401,-4.989493723956366,1.116249761573832,-0.4484440066349211,-0.47235060415,-0.45836632003
beta_3_4,0.622670952330641,0.5715004333964703,0.6129057301015008,-1.4457503767000337,2.7571879483713597,0.15566773808266024,0.19154071974,0.35083271049
beta_3_5,-2.3972916249599425,2.139511913809796,-2.1735413001137394,-12.265588602260001,3.648892177595133,-0.5993229062399856,-0.45650672703,0.16924884681
beta_3_6,-3.380929429438503,1.2698447252831044,-3.31593355510842,-9.218037714565385,0.6848971353163523,-0.8452323573596258,-0.81853181871,-0.42110528961
beta_4_5,-2.6755238061293847,2.9274615240038506,-2.5873530179626143,-13.563342390679438,11.727080994148572,-0.6688809515323462,-0.32008243376,-0.66008781844
beta_4_6,-9.377133400469845,2.0958383446544206,-9.09255814061379,-21.477260119334396,-4.228024459401537,-2.344283350117461,-2.4538994698,-1.6419605865
beta_5_6,7.565374903919877,2.6618550291072154,7.256996977925324,1.3833839754550945,19.217408381078844,1.8913437259799692,1.6046242671,1.6754598971
