param,mean,std,median,min,max,transform,MPF,Actual
alpha_0,1.3283494852519337,0.4636819315486457,1.3346228575287142,-0.1709702599993148,2.9710849506155346,0.01617281365372414,0.0013979675833,0.12496275275
alpha_1,0.17468487933146346,0.5696074520297044,0.17973850331368935,-2.3327383497075873,2.1601260453883366,-0.017232984354729655,-0.11135727803,-0.10284044283
alpha_2,-0.6453739152648006,0.504098861189577,-0.6502066742996193,-2.393934150811097,1.2329673352756092,-0.5772555853719579,-0.51661803814,-0.5518988396
alpha_3,0.4135786992928409,0.5118674331063167,0.4137600257954476,-1.4113578570074377,2.2869819732843237,-0.034775090283929805,-0.06406992046,-0.098744736679
alpha_4,2.0561221325021717,0.4211823827446154,2.051734389466611,0.5961274768441428,3.5900651527469347,0.15325728124078952,0.15550075722,0.20996221709
alpha_5,2.2770618149562907,0.5181218847041054,2.2721648874835267,0.7144021090974056,4.7785795299877165,0.049826623871555675,0.05600413134,0.14954407834
alpha_6,-0.00804040404958086,0.5061814999067089,0.0025365965505392387,-1.7074092540693078,1.6651946517866454,-0.09681125774317219,-0.05502181984,0.029364496604
alpha_7,-0.25354661798238487,0.49399134391978355,-0.24720411929258815,-2.155497941038726,1.3994294323365026,-0.24302622431672283,-0.23025032085,-0.15011467858
alpha_8,2.6335395741106438,0.4494211831895711,2.6346769290946757,0.9892865442433454,4.085877850725228,-0.03673599251604309,0.032822901778,0.058807201338
beta_0_1,1.187478440915519,0.3636098429653816,1.191200882317844,-0.14606664234519276,2.6978936738513166,0.29686961022887975,0.2653296028,0.28644516746
beta_0_2,-0.7261649975025357,0.2997715330149778,-0.723869382301208,-1.794815838453698,0.23432280813679499,-0.18154124937563393,-0.15839399001,-0.15275449398
beta_0_3,-2.5669049246665887,0.2753441448091725,-2.562604067351633,-3.5839369749280823,-1.508073820045091,-0.6417262311666472,-0.60153510082,-0.5468213858
beta_0_4,-0.7441037606072554,0.2611141436489632,-0.741071589078856,-1.725895688434847,0.24745749009462087,-0.18602594015181384,-0.17961861166,-0.24644879669
beta_0_5,-0.3721328520710066,0.35092831076297826,-0.368447196699687,-1.6911796074922418,1.0090303226202368,-0.09303321301775165,-0.12286509069,-0.11091515855
beta_0_6,0.18069818073609697,0.3097613731593286,0.18599873248783722,-1.017299375344804,1.3309778382794601,0.045174545184024244,0.021309735347,0.037065107095
beta_0_7,0.40290457605516683,0.2934589920173639,0.3999248346916003,-0.6579193511892217,1.5102260613196912,0.10072614401379171,0.071927322761,-0.057716350929
beta_0_8,0.04621762125163254,0.2665923922681497,0.044519447279869756,-0.9254134763656744,1.2675956210514487,0.011554405312908135,0.0068925940218,0.00883463916
beta_1_2,1.3403947431707173,0.3826486027101098,1.3338491421798573,-0.023787457338683902,2.823998508817028,0.3350986857926793,0.29644945854,0.34792256074
beta_1_3,-0.5059712152303862,0.4199166420258474,-0.5034228444463802,-2.352533980574936,0.941659262484951,-0.12649280380759656,-0.15262910056,-0.083656217637
beta_1_4,0.1241637311302663,0.32923427089254476,0.12144257055732818,-1.0646294933485492,1.305741734525521,0.031040932782566574,0.03147645886,0.09510262196
beta_1_5,-3.0477969896629458,0.349320995143323,-3.0406958843789385,-4.37267266911558,-1.8176478200653101,-0.7619492474157364,-0.696879119,-0.72887145299
beta_1_6,1.5039456010401315,0.36734942359812073,1.4963426130713144,0.15677024157092612,3.1691454752533037,0.3759864002600329,0.37812588381,0.39656470253
beta_1_7,-1.007330546703255,0.34015091012129084,-1.0075981105884384,-2.276126403762102,0.20381035669027353,-0.25183263667581374,-0.23359847876,-0.24021389928
beta_1_8,-0.013185460741892948,0.3726196048920464,-0.010242345456097715,-1.4879244129094302,1.41243944798088,-0.003296365185473237,-0.02289679957,0.030461883008
beta_2_3,-1.0750003900622627,0.34943031885108317,-1.0704410565219151,-2.459363865824555,0.14663552011339454,-0.26875009751556567,-0.23066166947,-0.24299900403
beta_2_4,0.1174879681071796,0.2653832463800165,0.11612822163091951,-0.9238956065517697,1.2264818054222082,0.0293719920267949,0.01505603503,0.022036832839
beta_2_5,0.7418882998763522,0.39225861946163737,0.7362693439630048,-0.6027723176200184,2.2232154222831433,0.18547207496908805,0.12263852628,0.22180602909
