idx,num,MSE
-1.00,1,0.43634852061307233
-1.00,2,0.21348250462442037
-1.00,3,0.0046066956976675635
-1.00,4,0.1746061937480597
-1.00,5,0.20876941013857084
-1.00,6,0.20020655284584524
-1.00,7,0.1949244123902481
-1.00,8,0.0027854685128081143
-1.00,9,0.09008357537298674
-1.00,10,0.00479845963149019
-1.00,11,0.16493374465905636
-1.00,12,0.16865750897069828
-1.00,13,0.41974165507296507
-1.00,14,0.35180673220135283
-1.00,15,0.12402873717448885
-1.00,16,0.003641230043287166
-1.00,17,0.19793743395260377
-1.00,18,0.20587083417720348
-1.00,19,0.0032390440178327947
-1.00,20,0.004010959950469643
-1.00,21,0.2094603791655819
-1.00,22,0.0033606029614788755
-1.00,23,0.20588656986314233
-1.00,24,0.20628782128605422
-1.00,25,0.004474806711316587
-1.00,26,0.33265499665438225
-1.00,27,0.0046094989666558145
-1.00,28,0.0032463261272186687
-1.00,29,0.005876075558759741
-1.00,30,0.003923708149499148
-1.00,31,0.004452010172195291
-1.00,32,0.17761678395454336
-1.00,33,0.15903963467084475
-1.00,34,0.18840336671007157
-1.00,35,0.004102791275011516
-1.00,36,0.006706836654113983
-1.00,37,0.42368896232073966
-1.00,38,0.18965559014222003
-1.00,39,0.22251966969957196
-1.00,40,0.20593261733427293
-1.00,41,0.12570709160794835
-1.00,42,0.375808657448956
-1.00,43,0.07864551489700705
-1.00,44,0.40790390179948377
-1.00,45,0.19160540478660695
-1.00,46,0.17470917442544018
-1.00,47,0.0036558659497656536
-1.00,48,0.16904182857185285
-1.00,49,0.20643142604426185
-1.00,50,0.003100389167389963
-1.00,51,0.20645283097589834
-1.00,52,0.00327885152677537
-1.00,53,0.22820687689900238
-1.00,54,0.0023917975238370156
-1.00,55,0.21700522201338782
-1.00,56,0.0036425166124960827
-1.00,57,0.5553664114580462
-1.00,58,0.19349745126076714
-1.00,59,0.21400895616996843
-1.00,60,0.35954584604514306
-1.00,61,0.2199445686927138
-1.00,62,0.19498726278299908
-1.00,63,0.21499014953416795
-1.00,64,0.0026861717926847206
-1.00,65,0.46477279585975784
-1.00,66,0.003507281565393051
-1.00,67,0.1512486355627484
-1.00,68,0.3410827209253064
-1.00,69,0.184390722474816
-1.00,70,0.23676723166619346
-1.00,71,0.2170655945064857
-1.00,72,0.24742230975142884
-1.00,73,0.0045110682742188785
-1.00,74,0.0027242625055788985
-1.00,75,0.003227155318077696
-1.00,76,0.00433041646888902
-1.00,77,0.4245149629789476
-1.00,78,0.00482002745958751
-1.00,79,0.21730028178629301
-1.00,80,0.003378941053865547
-1.00,81,0.0024000613303963815
-1.00,82,0.003695658229081372
-1.00,83,0.14496079137728912
-1.00,84,0.2850998779955716
-1.00,85,0.17171918796129446
-1.00,86,0.20935746323053434
-1.00,87,0.004865487064932832
-1.00,88,0.21318798496131186
-1.00,89,0.18099044214958462
-1.00,90,0.004570883230557939
-1.00,91,0.4024990865275571
-1.00,92,0.25123686362397957
-1.00,93,0.22119932837347187
-1.00,94,0.2053915332657217
-1.00,95,0.2066136711054902
-1.00,96,0.4286180434557956
-1.00,97,0.10286477174733138
-1.00,98,0.003317244446181197
-1.00,99,0.3989257913916558
-1.00,100,0.003594633220721018
-0.95,1,0.19904005714971615
-0.95,2,0.19777598840828658
-0.95,3,0.0038418016638268036
-0.95,4,0.1932525938940284
-0.95,5,0.18300367908271395
-0.95,6,0.4937591193524989
-0.95,7,0.004789185445989119
-0.95,8,0.002389328013241579
-0.95,9,0.16542147238128552
-0.95,10,0.004590263690514645
-0.95,11,0.33216568500477395
-0.95,12,0.18840429357370755
-0.95,13,0.20538826407791824
-0.95,14,0.3503641703935584
-0.95,15,0.18050947383663557
-0.95,16,0.20909307909188116
-0.95,17,0.34868236716103673
-0.95,18,0.003110593282253447
