idx,num,squared_magnitude
-1.00,1,0.4675260459756531
-1.00,2,0.22958489146539285
-1.00,3,0.009131093816069259
-1.00,4,0.17829407171940712
-1.00,5,0.21290382352983206
-1.00,6,0.23041825150435571
-1.00,7,0.21425888781598082
-1.00,8,0.009095169758018313
-1.00,9,0.11753022107121885
-1.00,10,0.008240236903716797
-1.00,11,0.18337874553665473
-1.00,12,0.18041860357265213
-1.00,13,0.4401390002366452
-1.00,14,0.3471992598570364
-1.00,15,0.13008697412494724
-1.00,16,0.009091805949558007
-1.00,17,0.22395243103766338
-1.00,18,0.20018232817960527
-1.00,19,0.009487795866882089
-1.00,20,0.008008457158017642
-1.00,21,0.2272465433428066
-1.00,22,0.00902213101601296
-1.00,23,0.22854204775432388
-1.00,24,0.2521793120658249
-1.00,25,0.008875256912943141
-1.00,26,0.38637190105641844
-1.00,27,0.008189911651346306
-1.00,28,0.00851666432513873
-1.00,29,0.007690631041147712
-1.00,30,0.0085475215478437
-1.00,31,0.009895623904059942
-1.00,32,0.18662406884920185
-1.00,33,0.15892688798567453
-1.00,34,0.20155587400444608
-1.00,35,0.008412995415309312
-1.00,36,0.006837399882954676
-1.00,37,0.4415598021651925
-1.00,38,0.1984933316810784
-1.00,39,0.19788386529021595
-1.00,40,0.22653240766103294
-1.00,41,0.15881338046976756
-1.00,42,0.39279026614774964
-1.00,43,0.07898463365957568
-1.00,44,0.4085738564698115
-1.00,45,0.20721031167671772
-1.00,46,0.20148472624183025
-1.00,47,0.009653237032954296
-1.00,48,0.17985902977017432
-1.00,49,0.21223248400482955
-1.00,50,0.010946077429536736
-1.00,51,0.24091864992725165
-1.00,52,0.008862469227899858
-1.00,53,0.2569762807171646
-1.00,54,0.012580959560498033
-1.00,55,0.2618945032222043
-1.00,56,0.009701404512649402
-1.00,57,0.5724674225576233
-1.00,58,0.21152108323355007
-1.00,59,0.2439974681701618
-1.00,60,0.392648783061998
-1.00,61,0.2250625822442675
-1.00,62,0.21383742619293977
-1.00,63,0.24816811043752415
-1.00,64,0.009844321339628398
-1.00,65,0.4983335533379827
-1.00,66,0.009520666358902976
-1.00,67,0.15667886724337654
-1.00,68,0.37062175394560043
-1.00,69,0.1787265345213213
-1.00,70,0.26227981690101126
-1.00,71,0.2274607540386639
-1.00,72,0.288256247253847
-1.00,73,0.008846466006183948
-1.00,74,0.009203933166952921
-1.00,75,0.009685962653548487
-1.00,76,0.007786583102523491
-1.00,77,0.4452848309583711
-1.00,78,0.00812691058371044
-1.00,79,0.24476955265383143
-1.00,80,0.010351076075694113
-1.00,81,0.012604068637411927
-1.00,82,0.008763007896895797
-1.00,83,0.15316211174168548
-1.00,84,0.3011776506016821
-1.00,85,0.17284044541691124
-1.00,86,0.24157243594168692
-1.00,87,0.007962107973492174
-1.00,88,0.2339509732862038
-1.00,89,0.2105849954099277
-1.00,90,0.00848810376446827
-1.00,91,0.4299756659541352
-1.00,92,0.2370958367232289
-1.00,93,0.22629937033024355
-1.00,94,0.22739465194102498
-1.00,95,0.2161321146067281
-1.00,96,0.446613305388097
-1.00,97,0.10806471045817471
-1.00,98,0.009967200214234275
-1.00,99,0.4108777972726775
-1.00,100,0.01031830972834347
-0.95,1,0.24239652513558282
-0.95,2,0.22555825790226153
-0.95,3,0.008470085246849437
-0.95,4,0.2184058948808958
