idx,num,logL
-1.00,1,-3285.832589
-1.00,2,-3285.827654
-1.00,3,-3285.820506
-1.00,4,-3285.828649
-1.00,5,-3285.830678
-1.00,6,-3285.842886
-1.00,7,-3285.829888
-1.00,8,-3285.833603
-1.00,9,-3285.841237
-1.00,10,-3285.824401
-1.00,11,-3285.841333
-1.00,12,-3285.832873
-1.00,13,-3285.862266
-1.00,14,-3285.836293
-1.00,15,-3285.851073
-1.00,16,-3285.84506
-1.00,17,-3285.819581
-1.00,18,-3285.816924
-1.00,19,-3285.834711
-1.00,20,-3285.806563
-1.00,21,-3285.812559
-1.00,22,-3285.829746
-1.00,23,-3285.836934
-1.00,24,-3285.811468
-1.00,25,-3285.791966
-1.00,26,-3285.827876
-1.00,27,-3285.847323
-1.00,28,-3285.837808
-1.00,29,-3285.823961
-1.00,30,-3285.814895
-1.00,31,-3285.846706
-1.00,32,-3285.838112
-1.00,33,-3285.833781
-1.00,34,-3285.839634
-1.00,35,-3285.820078
-1.00,36,-3285.84311
-1.00,37,-3285.851155
-1.00,38,-3285.82856
-1.00,39,-3285.832751
-1.00,40,-3285.845616
-1.00,41,-3285.821364
-1.00,42,-3285.837387
-1.00,43,-3285.832585
-1.00,44,-3285.817622
-1.00,45,-3285.842512
-1.00,46,-3285.827532
-1.00,47,-3285.814184
-1.00,48,-3285.828142
-1.00,49,-3285.822364
-1.00,50,-3285.832884
-1.00,51,-3285.831352
-1.00,52,-3285.806663
-1.00,53,-3285.830405
-1.00,54,-3285.827698
-1.00,55,-3285.828713
-1.00,56,-3285.812698
-1.00,57,-3285.848201
-1.00,58,-3285.812693
-1.00,59,-3285.832293
-1.00,60,-3285.827098
-1.00,61,-3285.831892
-1.00,62,-3285.831163
-1.00,63,-3285.823347
-1.00,64,-3285.843991
-1.00,65,-3285.80595
-1.00,66,-3285.879933
-1.00,67,-3285.842084
-1.00,68,-3285.83962
-1.00,69,-3285.843234
-1.00,70,-3285.842304
-1.00,71,-3285.834226
-1.00,72,-3285.871191
-1.00,73,-3285.808007
-1.00,74,-3285.826787
-1.00,75,-3285.823339
-1.00,76,-3285.850663
-1.00,77,-3285.827043
-1.00,78,-3285.829326
-1.00,79,-3285.841135
-1.00,80,-3285.826075
-1.00,81,-3285.830113
-1.00,82,-3285.792772
-1.00,83,-3285.830542
-1.00,84,-3285.832168
-1.00,85,-3285.818864
-1.00,86,-3285.830695
-1.00,87,-3285.841182
-1.00,88,-3285.830963
-1.00,89,-3285.812111
-1.00,90,-3285.822609
-1.00,91,-3285.861424
-1.00,92,-3285.837718
-1.00,93,-3285.84157
-1.00,94,-3285.815259
-1.00,95,-3285.823038
-1.00,96,-3285.816143
-1.00,97,-3285.815324
-1.00,98,-3285.834288
-1.00,99,-3285.839568
-1.00,100,-3285.84137
-0.95,1,-3286.224253
-0.95,2,-3286.19626
-0.95,3,-3286.227419
-0.95,4,-3286.222114
-0.95,5,-3286.215698
-0.95,6,-3286.229779
-0.95,7,-3286.245751
-0.95,8,-3286.213214
-0.95,9,-3286.238609
-0.95,10,-3286.202547
-0.95,11,-3286.235936
-0.95,12,-3286.185427
-0.95,13,-3286.235569
-0.95,14,-3286.254235
-0.95,15,-3286.227531
-0.95,16,-3286.202576
-0.95,17,-3286.243786
-0.95,18,-3286.245522
-0.95,19,-3286.239407
-0.95,20,-3286.2289
-0.95,21,-3286.230534
-0.95,22,-3286.2304
-0.95,23,-3286.221224
-0.95,24,-3286.199458
-0.95,25,-3286.266868
-0.95,26,-3286.240936
-0.95,27,-3286.225005
-0.95,28,-3286.237765
-0.95,29,-3286.225353
-0.95,30,-3286.233532
-0.95,31,-3286.226443
-0.95,32,-3286.231066
-0.95,33,-3286.232308
-0.95,34,-3286.212519
-0.95,35,-3286.233584
-0.95,36,-3286.206735
-0.95,37,-3286.241043
-0.95,38,-3286.212946
-0.95,39,-3286.228702
-0.95,40,-3286.2251
-0.95,41,-3286.226988
-0.95,42,-3286.24923
-0.95,43,-3286.230647
-0.95,44,-3286.212763
-0.95,45,-3286.221185
-0.95,46,-3286.237621
-0.95,47,-3286.226974
-0.95,48,-3286.230477
-0.95,49,-3286.22779
-0.95,50,-3286.236499
-0.95,51,-3286.206043
-0.95,52,-3286.229846
-0.95,53,-3286.269667
-0.95,54,-3286.205554
-0.95,55,-3286.232447
-0.95,56,-3286.229891
-0.95,57,-3286.237514
-0.95,58,-3286.270303
-0.95,59,-3286.255014
-0.95,60,-3286.216823
-0.95,61,-3286.219987
-0.95,62,-3286.222434
-0.95,63,-3286.206762
-0.95,64,-3286.238479
-0.95,65,-3286.220851
-0.95,66,-3286.236031
-0.95,67,-3286.209911
-0.95,68,-3286.222255
-0.95,69,-3286.225607
-0.95,70,-3286.236702
-0.95,71,-3286.253184
-0.95,72,-3286.214456
-0.95,73,-3286.219339
-0.95,74,-3286.200131
-0.95,75,-3286.27014
-0.95,76,-3286.261245
-0.95,77,-3286.231364
-0.95,78,-3286.17727
-0.95,79,-3286.2282
-0.95,80,-3286.221073
-0.95,81,-3286.24075
-0.95,82,-3286.239641
-0.95,83,-3286.225311
-0.95,84,-3286.239308
-0.95,85,-3286.210752
-0.95,86,-3286.220649
-0.95,87,-3286.236484
-0.95,88,-3286.236273
-0.95,89,-3286.236027
-0.95,90,-3286.23739
-0.95,91,-3286.233514
-0.95,92,-3286.188446
-0.95,93,-3286.215059
-0.95,94,-3286.220831
-0.95,95,-3286.243743
-0.95,96,-3286.225606
-0.95,97,-3286.202178
-0.95,98,-3286.229266
-0.95,99,-3286.220485
-0.95,100,-3286.221629
-0.90,1,-3286.727479
-0.90,2,-3286.731575
-0.90,3,-3286.736707
-0.90,4,-3286.772938
-0.90,5,-3286.712253
-0.90,6,-3286.754307
-0.90,7,-3286.759912
-0.90,8,-3286.724586
-0.90,9,-3286.733101
-0.90,10,-3286.710219
-0.90,11,-3286.775239
-0.90,12,-3286.730998
-0.90,13,-3286.763187
-0.90,14,-3286.717577
-0.90,15,-3286.748527
-0.90,16,-3286.722413
-0.90,17,-3286.747639
-0.90,18,-3286.706022
-0.90,19,-3286.719997
-0.90,20,-3286.766392
-0.90,21,-3286.734439
-0.90,22,-3286.731049
-0.90,23,-3286.780892
-0.90,24,-3286.756753
-0.90,25,-3286.74813
-0.90,26,-3286.735462
-0.90,27,-3286.732045
-0.90,28,-3286.718273
-0.90,29,-3286.746668
-0.90,30,-3286.763362
-0.90,31,-3286.722013
-0.90,32,-3286.734444
-0.90,33,-3286.73448
-0.90,34,-3286.735456
-0.90,35,-3286.739152
-0.90,36,-3286.710379
-0.90,37,-3286.742557
-0.90,38,-3286.733166
-0.90,39,-3286.699263
-0.90,40,-3286.731978
-0.90,41,-3286.735636
-0.90,42,-3286.738145
-0.90,43,-3286.723248
-0.90,44,-3286.715264
-0.90,45,-3286.742894
-0.90,46,-3286.736474
-0.90,47,-3286.710442
-0.90,48,-3286.786053
-0.90,49,-3286.728908
-0.90,50,-3286.72358
-0.90,51,-3286.715778
-0.90,52,-3286.754691
-0.90,53,-3286.725656
-0.90,54,-3286.722547
-0.90,55,-3286.743008
-0.90,56,-3286.754307
-0.90,57,-3286.747587
-0.90,58,-3286.785263
-0.90,59,-3286.731681
-0.90,60,-3286.721339
-0.90,61,-3286.738497
-0.90,62,-3286.741894
-0.90,63,-3286.739834
-0.90,64,-3286.764231
-0.90,65,-3286.743636
-0.90,66,-3286.716966
-0.90,67,-3286.797075
-0.90,68,-3286.749109
-0.90,69,-3286.711987
-0.90,70,-3286.738262
-0.90,71,-3286.753184
-0.90,72,-3286.747767
-0.90,73,-3286.742679
-0.90,74,-3286.730673
-0.90,75,-3286.751286
-0.90,76,-3286.740072
-0.90,77,-3286.733828
-0.90,78,-3286.723331
-0.90,79,-3286.714138
-0.90,80,-3286.711592
-0.90,81,-3286.754206
-0.90,82,-3286.763977
-0.90,83,-3286.739467
-0.90,84,-3286.743291
-0.90,85,-3286.748462
-0.90,86,-3286.751469
-0.90,87,-3286.736689
-0.90,88,-3286.754394
-0.90,89,-3286.732382
-0.90,90,-3286.746532
-0.90,91,-3286.729845
-0.90,92,-3286.738507
-0.90,93,-3286.723408
-0.90,94,-3286.760374
-0.90,95,-3286.726176
-0.90,96,-3286.745537
-0.90,97,-3286.771611
-0.90,98,-3286.70112
-0.90,99,-3286.73426
-0.90,100,-3286.722306
-0.85,1,-3287.401661
-0.85,2,-3287.386065
-0.85,3,-3287.364015
-0.85,4,-3287.388289
-0.85,5,-3287.428462
-0.85,6,-3287.372399
-0.85,7,-3287.367276
-0.85,8,-3287.415676
-0.85,9,-3287.456077
-0.85,10,-3287.402421
-0.85,11,-3287.393314
-0.85,12,-3287.397536
-0.85,13,-3287.402511
-0.85,14,-3287.402434
-0.85,15,-3287.431978
-0.85,16,-3287.369965
-0.85,17,-3287.382051
-0.85,18,-3287.381097
-0.85,19,-3287.33563
-0.85,20,-3287.390705
-0.85,21,-3287.402882
-0.85,22,-3287.378177
-0.85,23,-3287.333469
-0.85,24,-3287.409458
-0.85,25,-3287.399128
-0.85,26,-3287.320085
-0.85,27,-3287.409631
-0.85,28,-3287.374218
-0.85,29,-3287.421883
-0.85,30,-3287.393457
-0.85,31,-3287.435797
-0.85,32,-3287.419939
-0.85,33,-3287.42098
-0.85,34,-3287.390182
-0.85,35,-3287.394674
-0.85,36,-3287.400444
-0.85,37,-3287.384771
-0.85,38,-3287.400154
-0.85,39,-3287.418709
-0.85,40,-3287.399828
-0.85,41,-3287.435639
-0.85,42,-3287.379428
-0.85,43,-3287.390484
-0.85,44,-3287.392109
-0.85,45,-3287.417332
-0.85,46,-3287.432705
-0.85,47,-3287.408185
-0.85,48,-3287.387369
-0.85,49,-3287.421363
-0.85,50,-3287.368786
-0.85,51,-3287.388805
-0.85,52,-3287.406616
-0.85,53,-3287.37363
-0.85,54,-3287.386456
-0.85,55,-3287.39106
-0.85,56,-3287.367602
-0.85,57,-3287.389943
-0.85,58,-3287.410585
-0.85,59,-3287.394541
-0.85,60,-3287.384919
-0.85,61,-3287.403122
-0.85,62,-3287.390767
-0.85,63,-3287.419826
-0.85,64,-3287.352732
-0.85,65,-3287.427048
-0.85,66,-3287.394335
-0.85,67,-3287.317524
-0.85,68,-3287.370801
-0.85,69,-3287.307388
-0.85,70,-3287.387083
-0.85,71,-3287.327681
-0.85,72,-3287.367241
-0.85,73,-3287.384593
-0.85,74,-3287.416252
-0.85,75,-3287.315848
-0.85,76,-3287.353409
-0.85,77,-3287.414804
-0.85,78,-3287.364734
-0.85,79,-3287.418188
-0.85,80,-3287.383881
-0.85,81,-3287.422106
-0.85,82,-3287.393215
-0.85,83,-3287.377759
-0.85,84,-3287.407803
-0.85,85,-3287.423585
-0.85,86,-3287.407586
-0.85,87,-3287.387782
-0.85,88,-3287.387048
-0.85,89,-3287.423569
-0.85,90,-3287.388249
-0.85,91,-3287.40416
-0.85,92,-3287.38439
-0.85,93,-3287.392228
-0.85,94,-3287.38778
-0.85,95,-3287.317959
-0.85,96,-3287.40918
-0.85,97,-3287.360735
-0.85,98,-3287.352942
-0.85,99,-3287.365143
-0.85,100,-3287.418423
-0.80,1,-3288.157129
-0.80,2,-3288.27141
-0.80,3,-3288.2639
-0.80,4,-3288.236382
-0.80,5,-3288.288735
-0.80,6,-3288.288926
-0.80,7,-3288.252912
-0.80,8,-3288.245672
-0.80,9,-3288.264491
-0.80,10,-3288.26991
-0.80,11,-3288.256252
-0.80,12,-3288.230596
-0.80,13,-3288.220024
-0.80,14,-3288.183501
-0.80,15,-3288.219909
-0.80,16,-3288.245121
-0.80,17,-3288.29546
-0.80,18,-3288.243208
-0.80,19,-3288.236367
-0.80,20,-3288.187338
-0.80,21,-3288.232839
-0.80,22,-3288.268681
-0.80,23,-3288.20734
-0.80,24,-3288.226931
-0.80,25,-3288.239524
-0.80,26,-3288.265898
-0.80,27,-3288.218434
-0.80,28,-3288.248896
-0.80,29,-3288.258257
-0.80,30,-3288.243488
-0.80,31,-3288.248648
-0.80,32,-3288.230992
-0.80,33,-3288.2472
-0.80,34,-3288.264333
-0.80,35,-3288.31165
-0.80,36,-3288.274277
-0.80,37,-3288.244476
-0.80,38,-3288.185515
-0.80,39,-3288.243116
-0.80,40,-3288.26367
-0.80,41,-3288.251676
-0.80,42,-3288.217594
-0.80,43,-3288.177188
-0.80,44,-3288.244617
-0.80,45,-3288.266191
-0.80,46,-3288.234975
-0.80,47,-3288.215705
-0.80,48,-3288.220293
-0.80,49,-3288.234264
-0.80,50,-3288.245328
-0.80,51,-3288.194759
-0.80,52,-3288.214623
-0.80,53,-3288.253555
-0.80,54,-3288.223002
-0.80,55,-3288.238993
-0.80,56,-3288.235374
-0.80,57,-3288.185292
-0.80,58,-3288.229056
