idx,num,logL
-1.00,1,-3283.222311
-1.00,2,-3291.876449
-1.00,3,-3307.835628
-1.00,4,-3313.697333
-1.00,5,-3328.291019
-1.00,6,-3294.03552
-1.00,7,-3321.388627
-1.00,8,-3294.409195
-1.00,9,-3326.917922
-1.00,10,-3313.126717
-1.00,11,-3327.024762
-1.00,12,-3326.515206
-1.00,13,-3296.884952
-1.00,14,-3290.42846
-1.00,15,-3290.143472
-1.00,16,-3294.563544
-1.00,17,-3318.67557
-1.00,18,-3297.490431
-1.00,19,-3294.405058
-1.00,20,-3300.778044
-1.00,21,-3293.94403
-1.00,22,-3305.351803
-1.00,23,-3316.667566
-1.00,24,-3298.167871
-1.00,25,-3312.980709
-1.00,26,-3293.266461
-1.00,27,-3330.327319
-1.00,28,-3294.732357
-1.00,29,-3325.389791
-1.00,30,-3294.421177
-1.00,31,-3307.311212
-1.00,32,-3291.188373
-1.00,33,-3373.468805
-1.00,34,-3289.789428
-1.00,35,-3326.387001
-1.00,36,-3335.123196
-1.00,37,-3324.896212
-1.00,38,-3294.905623
-1.00,39,-3291.616148
-1.00,40,-3291.446782
-1.00,41,-3295.149548
-1.00,42,-3290.676853
-1.00,43,-3302.760776
-1.00,44,-3289.923626
-1.00,45,-3307.841561
-1.00,46,-3291.307085
-1.00,47,-3298.156186
-1.00,48,-3325.250792
-1.00,49,-3305.395318
-1.00,50,-3296.135571
-1.00,51,-3307.553847
-1.00,52,-3293.82683
-1.00,53,-3305.081229
-1.00,54,-3285.305925
-1.00,55,-3303.454971
-1.00,56,-3297.814398
-1.00,57,-3307.617673
-1.00,58,-3290.635327
-1.00,59,-3293.747156
-1.00,60,-3321.418325
-1.00,61,-3299.641857
-1.00,62,-3333.475639
-1.00,63,-3291.589031
-1.00,64,-3305.353142
-1.00,65,-3326.596299
-1.00,66,-3299.707069
-1.00,67,-3329.250303
-1.00,68,-3289.015474
-1.00,69,-3299.683479
-1.00,70,-3297.229166
-1.00,71,-3307.909292
-1.00,72,-3331.648562
-1.00,73,-3314.075668
-1.00,74,-3303.229465
-1.00,75,-3301.52844
-1.00,76,-3310.846319
-1.00,77,-3334.983199
-1.00,78,-3325.578637
-1.00,79,-3297.278292
-1.00,80,-3300.306773
-1.00,81,-3285.282189
-1.00,82,-3303.858034
-1.00,83,-3296.454079
-1.00,84,-3319.323903
-1.00,85,-3308.024693
-1.00,86,-3334.265635
-1.00,87,-3320.347318
-1.00,88,-3312.444379
-1.00,89,-3317.655442
-1.00,90,-3297.137954
-1.00,91,-3290.349669
-1.00,92,-3307.747923
-1.00,93,-3304.081592
-1.00,94,-3295.60837
-1.00,95,-3294.552679
-1.00,96,-3292.747235
-1.00,97,-3296.57728
-1.00,98,-3299.716969
-1.00,99,-3290.363643
-1.00,100,-3297.799189
-0.95,1,-3298.893737
-0.95,2,-3296.091609
-0.95,3,-3293.783554
-0.95,4,-3307.109458
-0.95,5,-3290.60943
-0.95,6,-3307.200433
-0.95,7,-3317.954902
-0.95,8,-3285.552139
-0.95,9,-3300.463395
-0.95,10,-3323.014046
-0.95,11,-3304.669997
-0.95,12,-3306.600617
-0.95,13,-3282.374101
-0.95,14,-3290.647875
-0.95,15,-3293.282497
-0.95,16,-3290.338207
-0.95,17,-3315.674353
-0.95,18,-3293.757714
-0.95,19,-3285.483691
-0.95,20,-3314.425391
-0.95,21,-3285.559626
-0.95,22,-3338.183306
-0.95,23,-3303.959735
-0.95,24,-3303.778489
-0.95,25,-3293.497593
-0.95,26,-3325.41307
-0.95,27,-3306.34315
