00000000000 -7.0760205949e-01 1.7261665483e-04
10000000000 -1.4143704870e+00 8.5140670895e-05
01000000000 5.3160704528e-02 3.6938373347e-04
11000000000 -5.7197859924e-02 3.3078792741e-04
00100000000 -7.3473410610e-01 1.6799617666e-04
10100000000 -1.1595866693e+00 1.0984701862e-04
01100000000 -3.6983584948e-01 2.4197622506e-04
11100000000 -1.9827854961e-01 2.8726259933e-04
00010000000 8.4353414144e-01 8.1420279485e-04
10010000000 5.1811960189e-01 5.8803997434e-04
01010000000 9.2276130004e-01 8.8133396349e-04
11010000000 1.1937566235e+00 1.1556658505e-03
00110000000 2.2597343382e-01 4.3906556867e-04
10110000000 1.8247475858e-01 4.2037622573e-04
01110000000 -9.0663914969e-02 3.1990094861e-04
11110000000 4.6224727285e-01 5.5608580068e-04
00001000000 -3.5741267195e-01 2.4500108897e-04
10001000000 -1.2814059651e+00 9.7248480938e-05
01001000000 4.4648333043e-01 5.4738842868e-04
11001000000 1.1889990037e-01 3.9448267684e-04
00101000000 -6.4309714655e-01 1.8411824383e-04
10101000000 -1.2851745753e+00 9.6882679028e-05
01101000000 -2.3506565156e-01 2.7688705399e-04
11101000000 -2.8073321730e-01 2.6452667846e-04
00011000000 1.0355958726e+00 9.8660642387e-04
10011000000 4.9295646747e-01 5.7342766222e-04
01011000000 1.1579562696e+00 1.1150244332e-03
11011000000 1.2117267275e+00 1.1766210052e-03
00111000000 1.5948273702e-01 4.1082119217e-04
10111000000 -1.0124080382e-01 3.1653522267e-04
01111000000 -1.1402137340e-01 3.1251546435e-04
11111000000 2.2166494881e-01 4.3717793060e-04
00000100000 -1.0498575670e+00 1.2258660506e-04
10000100000 -1.3456179708e+00 9.1200224298e-05
01000100000 -7.2280364228e-01 1.7001245260e-04
11000100000 -4.2215418302e-01 2.2964190119e-04
00100100000 -9.8657817645e-01 1.3059450629e-04
10100100000 -1.0004227159e+00 1.2879894354e-04
01100100000 -1.0553887591e+00 1.2191042675e-04
11100100000 -4.7282343555e-01 2.1829598946e-04
00010100000 5.4694857775e-01 6.0523929274e-04
10010100000 6.3254206192e-01 6.5932553061e-04
01010100000 1.9246689706e-01 4.2459773903e-04
11010100000 8.7447024428e-01 8.3978471854e-04
00110100000 1.9799307293e-02 3.5726386791e-04
10110100000 3.8730865578e-01 5.1593664815e-04
01110100000 -7.3054688080e-01 1.6870108929e-04
11110100000 2.3337233074e-01 4.4232621728e-04
00001100000 -8.8596868038e-01 1.4441724534e-04
10001100000 -1.3989539498e+00 8.6463415086e-05
01001100000 -5.1578151731e-01 2.0911698035e-04
11001100000 -4.3235692365e-01 2.2731083628e-04
00101100000 -1.0812417178e+00 1.1879907366e-04
10101100000 -1.3123111229e+00 9.4288968933e-05
01101100000 -1.1069190621e+00 1.1578745954e-04
11101100000 -7.4157860417e-01 1.6685025326e-04
00011100000 5.5270980802e-01 6.0873627947e-04
10011100000 4.2107842658e-01 5.3365723660e-04
01011100000 2.4136136569e-01 4.4587413022e-04
11011100000 7.0613984729e-01 7.0968071702e-04
00111100000 -2.3299189043e-01 2.7746184739e-04
10111100000 -8.2707407556e-02 3.2245639562e-04
01111100000 -9.4020484016e-01 1.3679322609e-04
11111100000 -1.9351049423e-01 2.8863555387e-04
00000010000 -1.1856415256e+00 1.0702193374e-04
10000010000 -1.3744971921e+00 8.8604100287e-05
01000010000 -7.9901612939e-01 1.5753681829e-04
11000010000 -3.9146193284e-01 2.3679940597e-04
00100010000 -6.9164571824e-01 1.7539307694e-04
10100010000 -5.9858552042e-01 1.9249877823e-04
01100010000 -7.0088482943e-01 1.7378006368e-04
11100010000 -1.1414768559e-02 3.4628445401e-04
00010010000 3.5156975911e-01 4.9782324603e-04
10010010000 5.4406798057e-01 6.0349835081e-04
01010010000 5.6659549900e-02 3.7067841366e-04
11010010000 8.4556763441e-01 8.1586015506e-04
00110010000 2.5513690546e-01 4.5205878773e-04
10110010000 7.2955099123e-01 7.2649116253e-04
01110010000 -4.3563781115e-01 2.2656627707e-04
11110010000 6.3518613768e-01 6.6107114401e-04
00001010000 -4.1577205605e-01 2.3111219175e-04
10001010000 -8.2185258816e-01 1.5398000235e-04
01001010000 1.3986578510e-02 3.5519321385e-04
11001010000 2.0431590946e-01 4.2965872755e-04
00101010000 -1.8032867669e-01 2.9246548233e-04
10101010000 -3.0449334448e-01 2.5831557149e-04
01101010000 -1.4643454952e-01 3.0254825268e-04
11101010000 3.2581064575e-01 4.8516351236e-04
00011010000 9.6331157230e-01 9.1780678955e-04
10011010000 9.3858492815e-01 8.9539078603e-04
01011010000 7.1153460146e-01 7.1351961567e-04
11011010000 1.2832178204e+00 1.2638187212e-03
00111010000 6.0832629066e-01 6.4355121878e-04
10111010000 8.6551551082e-01 8.3229823997e-04
01111010000 -3.9315187579e-02 3.3675650755e-04
11111010000 8.1428389564e-01 7.9073209819e-04
00000110000 -2.0137187141e+00 4.6756655684e-05
10000110000 -1.7915663569e+00 5.8387917155e-05
01000110000 -2.0608021572e+00 4.4606213705e-05
11000110000 -1.2422399369e+00 1.0113288957e-04
00100110000 -1.4293114696e+00 8.3878041563e-05
10100110000 -9.2524324805e-01 1.3885525772e-04
01100110000 -1.8722594201e+00 5.3861498395e-05
11100110000 -7.7178133549e-01 1.6188626031e-04
00010110000 -4.3083748557e-01 2.2765648355e-04
