idx,num,MSE
-1.0,1,0.012225179023933027
-1.0,2,0.012221287365407197
-1.0,3,0.012213920923550045
-1.0,4,0.012220781508636341
-1.0,5,0.012213162296561305
-1.0,6,0.012223022648586742
-1.0,7,0.012223151636771078
-1.0,8,0.012217865965094993
-1.0,9,0.012214230542175873
-1.0,10,0.012210500470914319
-1.0,11,0.012216972133198263
-1.0,12,0.012218665040275084
-1.0,13,0.012221921963277694
-1.0,14,0.012216215752734976
-1.0,15,0.012218337247732327
-1.0,16,0.012217588223044154
-1.0,17,0.012217392086489342
-1.0,18,0.012214955863309633
-1.0,19,0.012214765654950065
-1.0,20,0.01221275006103233
-1.0,21,0.012219389080490828
-1.0,22,0.012212434930485837
-1.0,23,0.012220573170142697
-1.0,24,0.012217253329410557
-1.0,25,0.012221268996267695
-1.0,26,0.012220580178517387
-1.0,27,0.012216051710448568
-1.0,28,0.012219737931671498
-1.0,29,0.012212609329971102
-1.0,30,0.01221676928415569
-1.0,31,0.01221614842587779
-1.0,32,0.012212286857188729
-0.9,1,0.011750021141500649
-0.9,2,0.011760799010536144
-0.9,3,0.011758263825291286
-0.9,4,0.011750763704462642
-0.9,5,0.01174892815748784
-0.9,6,0.011754254708560414
-0.9,7,0.011755236321743731
-0.9,8,0.011762544154005773
-0.9,9,0.011752413553668784
-0.9,10,0.011751820958506524
-0.9,11,0.011756962830148434
-0.9,12,0.011755113144460204
-0.9,13,0.01176188507231356
-0.9,14,0.011751856380293076
-0.9,15,0.011754980478764571
-0.9,16,0.011755843927027306
-0.9,17,0.011754808523339702
-0.9,18,0.01176358271827233
-0.9,19,0.011761859281605657
-0.9,20,0.011751233547091369
-0.9,21,0.011753762657193047
-0.9,22,0.011762320128685647
-0.9,23,0.011756636144828395
-0.9,24,0.011755319769384064
-0.9,25,0.01173714105183277
-0.9,26,0.011753968440906674
-0.9,27,0.011756283964479808
-0.9,28,0.011757417815873148
-0.9,29,0.011757492260358637
-0.9,30,0.011755585388214996
-0.9,31,0.011761635556804682
-0.9,32,0.011756260781301958
-0.8,1,0.011219521442194607
-0.8,2,0.011237394173250722
-0.8,3,0.011222294414766217
-0.8,4,0.011223689318913684
-0.8,5,0.011228308679469206
-0.8,6,0.011223380756703878
-0.8,7,0.01124020037026155
-0.8,8,0.011226186471498029
-0.8,9,0.011228070123057678
-0.8,10,0.01123781362384259
-0.8,11,0.011232938849143805
-0.8,12,0.01123265038145033
-0.8,13,0.01122175066355079
-0.8,14,0.011225878312994826
-0.8,15,0.011229905493837218
-0.8,16,0.01123122959113092
-0.8,17,0.011228966328153393
-0.8,18,0.011228583089532557
-0.8,19,0.011229279564374785
-0.8,20,0.011222503165681321
-0.8,21,0.011229160682637844
-0.8,22,0.011227972768753713
-0.8,23,0.01123257286863824
-0.8,24,0.011229341261531486
-0.8,25,0.011224358765579416
-0.8,26,0.011230718205300387
-0.8,27,0.011233023114625845
-0.8,28,0.011234388815145113
-0.8,29,0.011228993796225622
-0.8,30,0.011238215826325143
-0.8,31,0.01123207817657666
-0.8,32,0.011230270212521598
-0.7,1,0.010642793839497318
-0.7,2,0.010637341937360368
-0.7,3,0.010644565150534958
-0.7,4,0.010636180116805524
-0.7,5,0.010634570900332365
-0.7,6,0.010623477198841796
-0.7,7,0.010646621742125658
-0.7,8,0.01063933206624255
-0.7,9,0.010618950822232156
-0.7,10,0.010629091254509513
-0.7,11,0.010633548148549266
-0.7,12,0.010634354129962775
-0.7,13,0.010630213190516335
-0.7,14,0.010631478728257936
-0.7,15,0.010634824503503146
-0.7,16,0.010623888193710256
-0.7,17,0.010648875068815601
-0.7,18,0.010634484452008283
-0.7,19,0.010650298273084403
-0.7,20,0.010642924292085463
-0.7,21,0.010630563992586283
-0.7,22,0.010639218096943556
-0.7,23,0.010633910461390807
-0.7,24,0.010624777976633012
-0.7,25,0.010629206763221686
-0.7,26,0.010634485799772461
-0.7,27,0.010627322588386692
-0.7,28,0.01064986043042148
-0.7,29,0.010635044875740322
-0.7,30,0.010624820793228018
-0.7,31,0.01064063090616737
-0.7,32,0.010627369245294855
-0.6,1,0.01000979321442045
-0.6,2,0.009999491531332918
-0.6,3,0.01000848703034726
-0.6,4,0.010006168540912576
-0.6,5,0.01000471747195523
-0.6,6,0.010025767639045563
-0.6,7,0.009998984028497934
-0.6,8,0.010006382249155711
-0.6,9,0.01000317719819377
-0.6,10,0.009992782995853954
-0.6,11,0.010010729416486048
-0.6,12,0.00999558459982831
-0.6,13,0.009996798924640754
-0.6,14,0.010010647905027243
-0.6,15,0.01000456496648347
-0.6,16,0.009993312440771698
-0.6,17,0.010015383032472666
-0.6,18,0.010004966347693585
-0.6,19,0.009992203044271564
-0.6,20,0.010003257248745099
-0.6,21,0.010001778690997823
-0.6,22,0.01000138925484237
-0.6,23,0.009999558267449422
-0.6,24,0.010014652031428992
-0.6,25,0.009985356276029382
-0.6,26,0.010022327676163675
-0.6,27,0.009997949833434711
-0.6,28,0.010004031719360339
-0.6,29,0.010001870471506467
-0.6,30,0.010001864681142083
-0.6,31,0.0099939316253914
-0.6,32,0.010010845965010217
-0.5,1,0.00939052727668657
-0.5,2,0.00940061731162516
-0.5,3,0.009390423446490355
-0.5,4,0.009403234477435681
-0.5,5,0.009389596872985522
-0.5,6,0.009395757657790528
-0.5,7,0.009401978785179564
-0.5,8,0.009402808448671734
-0.5,9,0.009404057089147306
-0.5,10,0.009401609568712404
-0.5,11,0.009381373224626618
-0.5,12,0.009397585185960674
-0.5,13,0.009401043039747823
-0.5,14,0.009386754992596643
-0.5,15,0.009399530395185858
-0.5,16,0.009404035737786962
-0.5,17,0.009389724547576956
-0.5,18,0.009403016586681454
-0.5,19,0.009397096364045978
-0.5,20,0.00940600726309467
-0.5,21,0.0094015920274765
-0.5,22,0.009393731572486737
-0.5,23,0.00940067327409171
-0.5,24,0.009415134079612811
-0.5,25,0.009401012465809003
-0.5,26,0.009395365499603887
-0.5,27,0.009403386035927658
-0.5,28,0.009396524155453978
-0.5,29,0.00940651953513611
-0.5,30,0.009395227664744864
-0.5,31,0.009397702331080164
-0.5,32,0.009399906474509615
-0.4,1,0.008828150595454512
-0.4,2,0.00883578087869662
