idx,num,squared_magnitude
-1.0,1,0.01267347537565469
-1.0,2,0.08297728570002244
-1.0,3,0.07938284647534385
-1.0,4,0.060693290839582796
-1.0,5,0.012082679264925747
-1.0,6,0.01203092292468498
-1.0,7,0.07406308508924149
-1.0,8,0.09779935319875509
-1.0,9,0.07394986373436181
-1.0,10,0.07372734175413946
-1.0,11,0.07543901553339312
-1.0,12,0.08245041318878887
-1.0,13,0.07603278080312885
-1.0,14,0.08064636576363711
-1.0,15,0.05445959838695529
-1.0,16,0.08243061002660575
-1.0,17,0.10884368529371297
-1.0,18,0.06393040681505344
-1.0,19,0.012062295869000164
-1.0,20,0.0706163563811254
-1.0,21,0.08635528592432588
-1.0,22,0.07471689361132201
-1.0,23,0.011829886362220012
-1.0,24,0.012221622273884682
-1.0,25,0.07141954856744426
-1.0,26,0.012096938330554577
-1.0,27,0.1054143584106345
-1.0,28,0.04559167315538805
-1.0,29,0.07954290070348878
-1.0,30,0.011987371555724224
-1.0,31,0.011354399753434727
-1.0,32,0.06862227401638825
-0.9,1,0.011627595392974506
-0.9,2,0.07228976849307639
-0.9,3,0.07012335968273277
-0.9,4,0.011370150392406058
-0.9,5,0.012119575234899163
-0.9,6,0.011785304725388619
-0.9,7,0.01174834546753005
-0.9,8,0.06859141854099465
-0.9,9,0.01166751399010691
-0.9,10,0.011415454063809422
-0.9,11,0.06574200658796854
-0.9,12,0.05873272715662505
-0.9,13,0.011576240947297832
-0.9,14,0.011698047049893138
-0.9,15,0.01112955085954605
-0.9,16,0.011641088254279425
-0.9,17,0.011693241338403512
-0.9,18,0.011748021108535033
-0.9,19,0.01161375460514424
-0.9,20,0.011573354270103801
-0.9,21,0.011860433953306316
-0.9,22,0.011760566739771492
-0.9,23,0.011632004454202054
-0.9,24,0.011648049371554364
-0.9,25,0.011858997819364074
-0.9,26,0.01128884290602456
-0.9,27,0.07146363672137274
-0.9,28,0.06780274371082945
-0.9,29,0.011300414523126821
-0.9,30,0.011622954221655388
-0.9,31,0.01218013350334442
-0.9,32,0.07008801259886709
-0.8,1,0.01133717234624198
-0.8,2,0.01111269687547487
-0.8,3,0.011438515014998686
-0.8,4,0.011202009784398267
-0.8,5,0.011224680352969816
-0.8,6,0.055604966566284886
-0.8,7,0.011355137655169075
-0.8,8,0.01120170760723723
-0.8,9,0.011233931798983934
-0.8,10,0.05996229595717013
-0.8,11,0.011165621209893423
-0.8,12,0.06676928094451061
-0.8,13,0.0111774282309352
-0.8,14,0.03576661315077673
-0.8,15,0.05692563647838463
-0.8,16,0.011198484347146886
-0.8,17,0.011348839128321552
-0.8,18,0.011185951506322445
-0.8,19,0.05870204254677161
-0.8,20,0.011106756068947706
-0.8,21,0.06952516095620638
-0.8,22,0.011339875789834157
-0.8,23,0.011100254242827172
-0.8,24,0.06462661645558997
-0.8,25,0.0110872631682761
-0.8,26,0.010891003586853323
-0.8,27,0.01135614372175819
-0.8,28,0.011179648621665608
-0.8,29,0.01139086365897073
-0.8,30,0.01097985973067183
-0.8,31,0.011053009528445165
-0.8,32,0.011250615345473695
-0.7,1,0.010759443321334715
-0.7,2,0.010763481301935817
-0.7,3,0.010564501939366927
-0.7,4,0.010764876534901447
-0.7,5,0.010951197881315846
-0.7,6,0.01037325523667532
-0.7,7,0.010764681695554704
-0.7,8,0.010568250576966408
-0.7,9,0.010640317512471823
-0.7,10,0.010336684847493388
-0.7,11,0.01021677858822289
-0.7,12,0.01038851007025108
-0.7,13,0.01059180216926179
-0.7,14,0.010764019260678118
-0.7,15,0.010617364366041977
-0.7,16,0.010557765050886295
-0.7,17,0.010785639077519383
-0.7,18,0.01076421008482842
-0.7,19,0.010431395660283643
-0.7,20,0.010770071420734854
-0.7,21,0.010275909859329978
-0.7,22,0.010763189887944995
-0.7,23,0.01076207632388328
-0.7,24,0.01060724011270209
-0.7,25,0.010762926263208851
-0.7,26,0.010555466671161206
-0.7,27,0.0107584172362071
-0.7,28,0.010762518400724334
-0.7,29,0.010504331477193986
-0.7,30,0.01076201831844407
-0.7,31,0.010648908285886641
-0.7,32,0.010758149925574337
-0.6,1,0.010125776977692425
-0.6,2,0.010130216225516978
-0.6,3,0.010118424512242055
-0.6,4,0.01013690952096354
-0.6,5,0.010125033938255569
-0.6,6,0.010123547593514456
-0.6,7,0.010132003262334915
-0.6,8,0.010124140050563004
-0.6,9,0.010135546331208542
-0.6,10,0.010048457222243701
-0.6,11,0.010119503842775114
-0.6,12,0.010116538641626966
-0.6,13,0.010024526581339843
-0.6,14,0.010127032480727263
-0.6,15,0.010120912064530486
-0.6,16,0.010131236792782753
-0.6,17,0.01012238798338975
-0.6,18,0.010126435093646777
-0.6,19,0.01012435792232328
-0.6,20,0.010134274593490387
-0.6,21,0.010125268724057099
-0.6,22,0.010249811347010283
-0.6,23,0.01012356241829519
-0.6,24,0.010127733579543201
-0.6,25,0.01011762551271657
-0.6,26,0.010128980878579837
-0.6,27,0.010123854187373002
-0.6,28,0.010129431135196555
-0.6,29,0.010124875920228716
-0.6,30,0.010122755448951385
-0.6,31,0.01012278370505323
-0.6,32,0.010131025432722887
-0.5,1,0.009532570566136205
-0.5,2,0.009532689023958785
-0.5,3,0.00953033564493322
-0.5,4,0.009522257444803546
-0.5,5,0.009526394991654965
-0.5,6,0.009521733794010624
-0.5,7,0.009520806419504632
-0.5,8,0.009515817203407424
-0.5,9,0.009530525939527806
-0.5,10,0.009528477063756277
-0.5,11,0.009528901484432443
-0.5,12,0.009526328308361476
-0.5,13,0.009526457647604429
-0.5,14,0.009526509782280063
-0.5,15,0.009524549160745702
-0.5,16,0.009525242198671189
-0.5,17,0.009529924861194293
-0.5,18,0.009524762625785596
-0.5,19,0.009523333214078961
-0.5,20,0.009524077079642264
-0.5,21,0.009522581335283501
-0.5,22,0.009522890764822765
-0.5,23,0.009522484806429282
-0.5,24,0.009384515875944657
-0.5,25,0.009521331680246489
-0.5,26,0.009525569083248548
-0.5,27,0.009520563993225463
-0.5,28,0.009524682429782135
-0.5,29,0.009527521476846964
-0.5,30,0.009521135073644823
-0.5,31,0.009517165966803132
-0.5,32,0.009524226374640577
