idx,num,logL
-1.0,1,-5176.694891
-1.0,2,-5176.788712
-1.0,3,-5176.863244
-1.0,4,-5176.824276
-1.0,5,-5176.878261
-1.0,6,-5176.755708
-1.0,7,-5176.723402
-1.0,8,-5176.815032
-1.0,9,-5176.853585
-1.0,10,-5176.996607
-1.0,11,-5176.829382
-1.0,12,-5176.781046
-1.0,13,-5176.644412
-1.0,14,-5176.826619
-1.0,15,-5176.810932
-1.0,16,-5176.850678
-1.0,17,-5176.747199
-1.0,18,-5176.824579
-1.0,19,-5176.817225
-1.0,20,-5176.823021
-1.0,21,-5176.862516
-1.0,22,-5176.793763
-1.0,23,-5176.826777
-1.0,24,-5176.804742
-1.0,25,-5176.850738
-1.0,26,-5176.863048
-1.0,27,-5176.812069
-1.0,28,-5176.816959
-1.0,29,-5176.76889
-1.0,30,-5176.887775
-1.0,31,-5176.810585
-1.0,32,-5176.80577
-0.9,1,-5174.626674
-0.9,2,-5174.64025
-0.9,3,-5174.639396
-0.9,4,-5174.609543
-0.9,5,-5174.7243
-0.9,6,-5174.642715
-0.9,7,-5174.516848
-0.9,8,-5174.64621
-0.9,9,-5174.663057
-0.9,10,-5174.623916
-0.9,11,-5174.697349
-0.9,12,-5174.71228
-0.9,13,-5174.557789
-0.9,14,-5174.628921
-0.9,15,-5174.63378
-0.9,16,-5174.63015
-0.9,17,-5174.649033
-0.9,18,-5174.581745
-0.9,19,-5174.593781
-0.9,20,-5174.589113
-0.9,21,-5174.682988
-0.9,22,-5174.615973
-0.9,23,-5174.656805
-0.9,24,-5174.715535
-0.9,25,-5174.793027
-0.9,26,-5174.633517
-0.9,27,-5174.578505
-0.9,28,-5174.652064
-0.9,29,-5174.616454
-0.9,30,-5174.667918
-0.9,31,-5174.623068
-0.9,32,-5174.593694
-0.8,1,-5173.082341
-0.8,2,-5173.079922
-0.8,3,-5173.056541
-0.8,4,-5173.058902
-0.8,5,-5173.041388
-0.8,6,-5173.075178
-0.8,7,-5173.095242
-0.8,8,-5173.076288
-0.8,9,-5173.139383
-0.8,10,-5173.070707
-0.8,11,-5173.098118
-0.8,12,-5173.086867
-0.8,13,-5173.092752
-0.8,14,-5173.123882
-0.8,15,-5173.07081
-0.8,16,-5173.018811
-0.8,17,-5173.089424
-0.8,18,-5173.109317
-0.8,19,-5173.077448
-0.8,20,-5173.065475
-0.8,21,-5173.07754
-0.8,22,-5173.077876
-0.8,23,-5173.052845
-0.8,24,-5173.091249
-0.8,25,-5173.102346
-0.8,26,-5173.073663
-0.8,27,-5173.060055
-0.8,28,-5173.090467
-0.8,29,-5173.082485
-0.8,30,-5172.988065
-0.8,31,-5173.046035
-0.8,32,-5173.098999
-0.7,1,-5172.355311
-0.7,2,-5172.346478
-0.7,3,-5172.414629
-0.7,4,-5172.458441
-0.7,5,-5172.415891
-0.7,6,-5172.476363
-0.7,7,-5172.327396
-0.7,8,-5172.446362
-0.7,9,-5172.432772
-0.7,10,-5172.358914
-0.7,11,-5172.440467
-0.7,12,-5172.415362
-0.7,13,-5172.462757
-0.7,14,-5172.452072
-0.7,15,-5172.430495
-0.7,16,-5172.495948
-0.7,17,-5172.371396
-0.7,18,-5172.502574
-0.7,19,-5172.356636
-0.7,20,-5172.386401
-0.7,21,-5172.416489
-0.7,22,-5172.444108
-0.7,23,-5172.330257
-0.7,24,-5172.586235
-0.7,25,-5172.420112
-0.7,26,-5172.441269
-0.7,27,-5172.409768
-0.7,28,-5172.359783
-0.7,29,-5172.469915
-0.7,30,-5172.475744
-0.7,31,-5172.319237
-0.7,32,-5172.454184
-0.6,1,-5173.371186
-0.6,2,-5173.238545
-0.6,3,-5173.393483
-0.6,4,-5173.322435
-0.6,5,-5173.343554
-0.6,6,-5173.331082
-0.6,7,-5173.299901
-0.6,8,-5173.287962
-0.6,9,-5173.345788
-0.6,10,-5173.386843
-0.6,11,-5173.400904
-0.6,12,-5173.27365
-0.6,13,-5173.298385
-0.6,14,-5173.33026
-0.6,15,-5173.309152
-0.6,16,-5173.251361
-0.6,17,-5173.318433
-0.6,18,-5173.320149
-0.6,19,-5173.2797
-0.6,20,-5173.267708
-0.6,21,-5173.306332
-0.6,22,-5173.343114
-0.6,23,-5173.342298
-0.6,24,-5173.356169
-0.6,25,-5173.191937
-0.6,26,-5173.250144
-0.6,27,-5173.29172
-0.6,28,-5173.367072
-0.6,29,-5173.27085
-0.6,30,-5173.346261
-0.6,31,-5173.300985
-0.6,32,-5173.218204
-0.5,1,-5176.486491
-0.5,2,-5176.479798
-0.5,3,-5176.490818
-0.5,4,-5176.460944
-0.5,5,-5176.467864
-0.5,6,-5176.411815
-0.5,7,-5176.484946
-0.5,8,-5176.472354
-0.5,9,-5176.344973
-0.5,10,-5176.475779
-0.5,11,-5176.4614
-0.5,12,-5176.400795
-0.5,13,-5176.357958
-0.5,14,-5176.464992
-0.5,15,-5176.377173
-0.5,16,-5176.412985
-0.5,17,-5176.398002
-0.5,18,-5176.506768
-0.5,19,-5176.45295
-0.5,20,-5176.348115
-0.5,21,-5176.517152
-0.5,22,-5176.472583
-0.5,23,-5176.423606
-0.5,24,-5176.424932
-0.5,25,-5176.366804
-0.5,26,-5176.473772
-0.5,27,-5176.458024
-0.5,28,-5176.318941
-0.5,29,-5176.480198
-0.5,30,-5176.543625
-0.5,31,-5176.458056
-0.5,32,-5176.47453
-0.4,1,-5182.323276
-0.4,2,-5182.268711
-0.4,3,-5182.313778
-0.4,4,-5182.237356
-0.4,5,-5182.242282
-0.4,6,-5182.299758
-0.4,7,-5182.365217
-0.4,8,-5182.264003
-0.4,9,-5182.327194
-0.4,10,-5182.336055
-0.4,11,-5182.240298
-0.4,12,-5182.283271
-0.4,13,-5182.263306
-0.4,14,-5182.289444
-0.4,15,-5182.254455
-0.4,16,-5182.264849
-0.4,17,-5182.283137
-0.4,18,-5182.348204
-0.4,19,-5182.288239
-0.4,20,-5182.283017
-0.4,21,-5182.33341
-0.4,22,-5182.298626
-0.4,23,-5182.220506
-0.4,24,-5182.242767
-0.4,25,-5182.313821
-0.4,26,-5182.274363
-0.4,27,-5182.125399
-0.4,28,-5182.236629
-0.4,29,-5182.228596
-0.4,30,-5182.3058
-0.4,31,-5182.243937
-0.4,32,-5182.237343
-0.3,1,-5192.055749
-0.3,2,-5192.026119
-0.3,3,-5192.035779
-0.3,4,-5192.143381
-0.3,5,-5192.051303
-0.3,6,-5192.054927
-0.3,7,-5192.141196
-0.3,8,-5191.980037
-0.3,9,-5191.972627
-0.3,10,-5192.051692
-0.3,11,-5192.172063
-0.3,12,-5192.103986
-0.3,13,-5192.148836
-0.3,14,-5192.05385
-0.3,15,-5192.162984
-0.3,16,-5192.08023
-0.3,17,-5192.095896
-0.3,18,-5191.910076
-0.3,19,-5191.957442
-0.3,20,-5192.02216
-0.3,21,-5192.059052
-0.3,22,-5192.225339
-0.3,23,-5192.060581
-0.3,24,-5191.974897
-0.3,25,-5191.975898
-0.3,26,-5192.077827
-0.3,27,-5192.097583
-0.3,28,-5192.087455
-0.3,29,-5191.887732
-0.3,30,-5192.094972
-0.3,31,-5192.125223
-0.3,32,-5192.030124
-0.2,1,-5206.49416
-0.2,2,-5206.342218
-0.2,3,-5206.317708
-0.2,4,-5206.455258
-0.2,5,-5206.288654
-0.2,6,-5206.370351
-0.2,7,-5206.532602
-0.2,8,-5206.657014
-0.2,9,-5206.287672
-0.2,10,-5206.419848
-0.2,11,-5206.300339
-0.2,12,-5206.231039
-0.2,13,-5206.370125
-0.2,14,-5206.467086
-0.2,15,-5206.432452
-0.2,16,-5206.491782
-0.2,17,-5206.245087
-0.2,18,-5206.496961
-0.2,19,-5206.33672
-0.2,20,-5206.382699
-0.2,21,-5206.470218
-0.2,22,-5206.45759
-0.2,23,-5206.435782
-0.2,24,-5206.450302
