idx,num,DKL
-1.00,1,0.05446461050443274
-1.00,2,0.0544646129238385
-1.00,3,0.05446461615273039
-1.00,4,0.05446462067147315
-1.00,5,0.054464620095087
-1.00,6,0.054464614906839376
-1.00,7,0.054464611966859366
-1.00,8,0.05446461367566972
-1.00,9,0.05446462055591353
-1.00,10,0.054464621428233884
-1.00,11,0.05446461188739855
-1.00,12,0.054464615749903016
-1.00,13,0.054464613980592255
-1.00,14,0.054464620387874196
-1.00,15,0.054464620506056965
-1.00,16,0.05446461556825795
-1.00,17,0.05446461457847578
-1.00,18,0.05446461924129204
-1.00,19,0.0544646114335377
-1.00,20,0.054464619542440515
-1.00,21,0.05446463010274785
-1.00,22,0.054464616633231336
-1.00,23,0.05446461923080809
-1.00,24,0.05446461297588264
-1.00,25,0.054464614883512355
-1.00,26,0.05446461842743192
-1.00,27,0.05446461994622192
-1.00,28,0.05446461485245159
-1.00,29,0.05446472810970288
-1.00,30,0.05446471838597216
-1.00,31,0.05446461529614543
-1.00,32,0.054464613661836754
-1.00,33,0.054464618797320286
-1.00,34,0.05446461545168005
-1.00,35,0.05446461952505828
-1.00,36,0.05446461935222852
-1.00,37,0.05446461892174267
-1.00,38,0.05446461048120598
-1.00,39,0.05446475562392669
-1.00,40,0.054464634741198684
-1.00,41,0.054464617551913036
-1.00,42,0.05446461727027116
-1.00,43,0.05446461655904617
-1.00,44,0.05446461321712224
-1.00,45,0.05446461329633953
-1.00,46,0.05446461730169408
-1.00,47,0.054464616356151484
-1.00,48,0.05446461784467259
-1.00,49,0.05446461047702298
-1.00,50,0.054464616821945866
-1.00,51,0.05446461341884781
-1.00,52,0.05446461858056208
-1.00,53,0.05446461538854953
-1.00,54,0.05446463106110141
-1.00,55,0.05446461523290138
-1.00,56,0.054464616910227484
-1.00,57,0.054464615987536324
-1.00,58,0.054464621049481104
-1.00,59,0.05446461631288718
-1.00,60,0.05446462255498929
-1.00,61,0.05446461698980494
-1.00,62,0.05446461371350524
-1.00,63,0.054464619772917895
-1.00,64,0.054464619033853044
-1.00,65,0.054464618304085215
-1.00,66,0.05446461358689284
-1.00,67,0.054464612497676645
-1.00,68,0.05446462170997836
-1.00,69,0.05446461486208769
-1.00,70,0.054464615545930725
-1.00,71,0.0544646188921258
-1.00,72,0.05446461960707424
-1.00,73,0.05446461481671963
-1.00,74,0.05446461758902542
-1.00,75,0.0544646165764145
-1.00,76,0.05446461310622806
-1.00,77,0.05446461339333068
-1.00,78,0.05446461423239295
-1.00,79,0.05446461406318145
-1.00,80,0.054464612866234274
-1.00,81,0.05446461556747166
-1.00,82,0.054464617485445704
-1.00,83,0.05446461457694078
-1.00,84,0.05446462003122681
-1.00,85,0.054464620482628893
-1.00,86,0.054464608444774104
-1.00,87,0.05446461890691058
-1.00,88,0.05446461865808546
-1.00,89,0.05446461679517196
-1.00,90,0.054464620333235486
-1.00,91,0.05446461678632184
-1.00,92,0.054464618126855546
-1.00,93,0.054464614025513794
-1.00,94,0.0544646200528601
-1.00,95,0.05446461024331892
-1.00,96,0.05446462058599533
-1.00,97,0.05446461364460165
-1.00,98,0.054464617923246667
-1.00,99,0.05446461367217368
-1.00,100,0.05446461387914548
-0.95,1,0.05434827262843503
-0.95,2,0.05434826915389949
-0.95,3,0.0543482733231104
-0.95,4,0.05434827632898176
-0.95,5,0.054348294734710464
-0.95,6,0.054348272241252014
-0.95,7,0.05434826836937186
-0.95,8,0.05434827549110189
-0.95,9,0.05434827570459175
-0.95,10,0.054348273435457214
-0.95,11,0.0543482764477192
-0.95,12,0.054348274463985505
-0.95,13,0.05434827716350075
-0.95,14,0.054348269726459245
-0.95,15,0.054348269083731644
-0.95,16,0.05434827137145005
-0.95,17,0.05434827130725047
-0.95,18,0.05434827380732966
-0.95,19,0.054348273253411766
-0.95,20,0.054348273996077855
-0.95,21,0.05434827260088717
-0.95,22,0.054348274973613234
-0.95,23,0.05434827271208792
-0.95,24,0.05434827215073055
-0.95,25,0.05434827605337862
-0.95,26,0.05434827310782812
-0.95,27,0.054348270334681606
-0.95,28,0.05434827182481268
-0.95,29,0.05434827235000504
-0.95,30,0.0543482764694818
-0.95,31,0.05434826637284989
-0.95,32,0.05434827112414491
-0.95,33,0.05434827039213298
-0.95,34,0.05434829069436644
-0.95,35,0.054348277701402395
-0.95,36,0.05434827728687199
-0.95,37,0.05434827234186993
-0.95,38,0.05434827383157838
-0.95,39,0.05434827178378842
-0.95,40,0.05434827138549421
-0.95,41,0.05434827527620832
-0.95,42,0.05434827158964224
-0.95,43,0.054348274727025365
-0.95,44,0.05434827394418525
-0.95,45,0.05434826989381635
-0.95,46,0.054348275173333654
-0.95,47,0.05434827552796192
-0.95,48,0.05434827357554474
-0.95,49,0.054348275108083
-0.95,50,0.05434827704873404
-0.95,51,0.05434827466262488
-0.95,52,0.05434827011040592
-0.95,53,0.054348275534590304
-0.95,54,0.05434827303149657
-0.95,55,0.05434827160184655
-0.95,56,0.05434827557243592
-0.95,57,0.05434827435459273
-0.95,58,0.054348273949536764
-0.95,59,0.05434827602670416
-0.95,60,0.05434827485205407
-0.95,61,0.05434827163958476
-0.95,62,0.05434827182257789
-0.95,63,0.05434827480577355
-0.95,64,0.05434827632397449
-0.95,65,0.054348273836149597
-0.95,66,0.05434827277859636
-0.95,67,0.054348275939685636
-0.95,68,0.05434827836553375
-0.95,69,0.05434827410167925
-0.95,70,0.05434827576791945
-0.95,71,0.05434827596535461
-0.95,72,0.054348274744975326
-0.95,73,0.054348272802916826
-0.95,74,0.0543482755794173
-0.95,75,0.054348277811855514
-0.95,76,0.05434827615502106
-0.95,77,0.054348274958075475
-0.95,78,0.054348275611978476
-0.95,79,0.05434827502940856
-0.95,80,0.05434827262533537
-0.95,81,0.05434827787920361
