idx,num,squared_magnitude
-0.50,1,0.03245526443687678
-0.50,2,0.03256361278899797
-0.50,3,0.03254673339100087
-0.50,4,0.03259001462182021
-0.50,5,0.032547895259089694
-0.50,6,0.032708860721088105
-0.50,7,0.03263759584505741
-0.50,8,0.03254162256682446
-0.50,9,0.032588651593073406
-0.50,10,0.03252015350626297
-0.50,11,0.0325204232241032
-0.50,12,0.03253202326668027
-0.50,13,0.03249829122820713
-0.50,14,0.032480944173662214
-0.50,15,0.03241403600072175
-0.50,16,0.03256330345945465
-0.50,17,0.03253680962717097
-0.50,18,0.0325980289626144
-0.50,19,0.032618180681456194
-0.50,20,0.03253864942864466
-0.50,21,0.032585466684148974
-0.50,22,0.03254072926402282
-0.50,23,0.032506232299164835
-0.50,24,0.032570262416487944
-0.50,25,0.032598755379314066
-0.50,26,0.03250087055076894
-0.50,27,0.03263572623473295
-0.50,28,0.03250135650705097
-0.50,29,0.032427620318700084
-0.50,30,0.032635276506036315
-0.50,31,0.032537390365019306
-0.50,32,0.03251861095478826
-0.45,1,0.031088612863409127
-0.45,2,0.031129523760679005
-0.45,3,0.031013606510601196
-0.45,4,0.03113302311273054
-0.45,5,0.031117578151061327
-0.45,6,0.031195176708719772
-0.45,7,0.031117760466448624
-0.45,8,0.031194250044335278
-0.45,9,0.031200132299299157
-0.45,10,0.031143946260036845
-0.45,11,0.031126398060461094
-0.45,12,0.031057599699893378
-0.45,13,0.031153821504285948
-0.45,14,0.031102317613279813
-0.45,15,0.031038533566120387
-0.45,16,0.0311711310819797
-0.45,17,0.031107850397505913
-0.45,18,0.03111160528580451
-0.45,19,0.031152397432162995
-0.45,20,0.031190420706967117
-0.45,21,0.03104754095182039
-0.45,22,0.031192038774504105
-0.45,23,0.031096586503932714
-0.45,24,0.030863217485364074
-0.45,25,0.030998152995387666
-0.45,26,0.030798283431466653
-0.45,27,0.031117135680764837
-0.45,28,0.031166816005454595
-0.45,29,0.031112907927022995
-0.45,30,0.031171201482096712
-0.45,31,0.031146774700988998
-0.45,32,0.03122861354842305
-0.40,1,0.029550369869261333
-0.40,2,0.029482952103170517
-0.40,3,0.0295692331770407
-0.40,4,0.02962657152940614
-0.40,5,0.029631115728774166
-0.40,6,0.029712408478588175
-0.40,7,0.02963824631026212
-0.40,8,0.02953780696675969
-0.40,9,0.029440982265890557
-0.40,10,0.029621149755311278
-0.40,11,0.029462291893789915
-0.40,12,0.02944729034927955
-0.40,13,0.029458633842082516
-0.40,14,0.029542386955636376
-0.40,15,0.029489586780647132
-0.40,16,0.029495315542733234
-0.40,17,0.02969054673312398
-0.40,18,0.029660094621988715
-0.40,19,0.029676038687746844
-0.40,20,0.02942336725725367
-0.40,21,0.029661705854114078
-0.40,22,0.029648948203483703
-0.40,23,0.02949734834375627
-0.40,24,0.02941515674337802
-0.40,25,0.029536583070726968
-0.40,26,0.029503418469927947
-0.40,27,0.029558773442220965
-0.40,28,0.029724463942213442
-0.40,29,0.029622335277572177
-0.40,30,0.0295535442921342
-0.40,31,0.02964646719251997
-0.40,32,0.029579323800376117
-0.35,1,0.02758553392518958
-0.35,2,0.028000275941268422
-0.35,3,0.027868432102318763
-0.35,4,0.028014377774435398
-0.35,5,0.02777852174636487
-0.35,6,0.0279894428391669
-0.35,7,0.02825639827651093
-0.35,8,0.027712967431271402
-0.35,9,0.028113627813259972
-0.35,10,0.027994072991830942
-0.35,11,0.02790505173141875
-0.35,12,0.027857334947021927
-0.35,13,0.027992076896605968
-0.35,14,0.02785696905092744
-0.35,15,0.0280232423051932
-0.35,16,0.02779887517917011
-0.35,17,0.02811096407998854
-0.35,18,0.027959511070049608
-0.35,19,0.02788953256600395
-0.35,20,0.02804303211844211
-0.35,21,0.027783040521140955
-0.35,22,0.027895183898143466
-0.35,23,0.027958032604686434
-0.35,24,0.02809311161774578
-0.35,25,0.02784178530513428
-0.35,26,0.027986246865287504
-0.35,27,0.027712875483668197
-0.35,28,0.027985662100616624
-0.35,29,0.028133484949860142
-0.35,30,0.02803406477037325
-0.35,31,0.02783032406260014
-0.35,32,0.027929696606774933
-0.30,1,0.025765987854879473
-0.30,2,0.026069158314434415
-0.30,3,0.026147307585219926
-0.30,4,0.02633784811321659
-0.30,5,0.02610570301010929
-0.30,6,0.025771639267280162
-0.30,7,0.026106250957701773
-0.30,8,0.02632762301251837
-0.30,9,0.026143987758526603
-0.30,10,0.026267726711176245
-0.30,11,0.026362381248242413
-0.30,12,0.02613874975955569
-0.30,13,0.026041931556429636
-0.30,14,0.025985534446103745
-0.30,15,0.026102847239071414
-0.30,16,0.025894624467077694
-0.30,17,0.025931303864666945
-0.30,18,0.0263293860243
-0.30,19,0.026224065974107934
-0.30,20,0.026203045894370624
-0.30,21,0.026350577456354597
-0.30,22,0.026097915760196592
-0.30,23,0.026419400921998334
-0.30,24,0.026303804560657503
-0.30,25,0.02618969915862075
-0.30,26,0.026479570764957678
-0.30,27,0.025925975538025718
-0.30,28,0.026334940630417802
-0.30,29,0.026045216099808456
-0.30,30,0.026123502658689606
-0.30,31,0.026438159214921462
-0.30,32,0.02617909536698444
-0.25,1,0.02428743064679735
-0.25,2,0.024365303689075305
-0.25,3,0.02440510382663752
-0.25,4,0.024158028619576017
-0.25,5,0.024479203639074625
-0.25,6,0.024156033505010607
-0.25,7,0.024380550588457214
-0.25,8,0.024385592839778304
-0.25,9,0.024544627241809617
-0.25,10,0.024257497361504968
-0.25,11,0.023942889442445357
-0.25,12,0.024547694446732955
-0.25,13,0.024317637674223617
-0.25,14,0.024126920365650666
-0.25,15,0.0240882538919379
-0.25,16,0.024044982353803878
-0.25,17,0.024444590578598352
-0.25,18,0.02394717474345221
-0.25,19,0.023827718257087745
-0.25,20,0.024247009449366683
-0.25,21,0.02442315900718686
-0.25,22,0.024493038108420115
-0.25,23,0.023995094666448807
-0.25,24,0.024303388465356346
-0.25,25,0.02420364200051845
-0.25,26,0.024222549217546515
-0.25,27,0.024202738083178337
-0.25,28,0.024347469726720528
-0.25,29,0.024468182207568277
-0.25,30,0.024262796160582547
-0.25,31,0.024241345084805067
-0.25,32,0.024243309837226862
-0.20,1,0.022434658209356365
-0.20,2,0.021988016377595693
-0.20,3,0.02261077119777763
-0.20,4,0.022079070483395778
-0.20,5,0.022218364515601188
-0.20,6,0.02192162924845224
-0.20,7,0.022267357410905235
-0.20,8,0.022229065499915948
-0.20,9,0.022533101796538592
-0.20,10,0.021944149422429202
-0.20,11,0.022236053646071507
-0.20,12,0.02237255182991837
-0.20,13,0.01973206641989611
-0.20,14,0.02211038940298556
-0.20,15,0.02214910473356099
-0.20,16,0.02252045500073844
-0.20,17,0.022016799099410185
-0.20,18,0.021965002338012164
-0.20,19,0.022083826312692734
-0.20,20,0.022373296503556822
-0.20,21,0.02227710527376591
-0.20,22,0.02246053020851233
-0.20,23,0.022220980686058274
-0.20,24,0.022352336296580698
-0.20,25,0.022283298939410813
-0.20,26,0.022407212494948987
-0.20,27,0.022258006400053345
-0.20,28,0.022086905901673982
-0.20,29,0.022674905464736165
-0.20,30,0.022194740578304718
-0.20,31,0.022435693513066905
-0.20,32,0.02236032013818215
-0.15,1,0.02018358026478411
-0.15,2,0.0203596520707512
-0.15,3,0.020342236081678462
-0.15,4,0.0201157228798973
-0.15,5,0.020415169088784216
-0.15,6,0.020147130859056287
-0.15,7,0.020176722539481596
-0.15,8,0.02008702381257683
-0.15,9,0.020263571146845346
-0.15,10,0.020213142543152436
-0.15,11,0.020188468815320677
-0.15,12,0.020142942576159065
-0.15,13,0.020432475717042892
-0.15,14,0.02004302954973874
-0.15,15,0.02047714567209508
-0.15,16,0.02008182384699261
-0.15,17,0.02000383350880467
-0.15,18,0.020240326237028965
-0.15,19,0.020040141494249306
-0.15,20,0.020334913962451896
-0.15,21,0.020086466733396178
-0.15,22,0.02060713599038125
-0.15,23,0.020136255231443214
-0.15,24,0.02015795853778803
-0.15,25,0.020029641510347182
-0.15,26,0.020396112750884873
-0.15,27,0.02046415128571337
-0.15,28,0.020053148785786564
-0.15,29,0.020125522229175012
-0.15,30,0.020292426896748674
-0.15,31,0.02005346289546141
-0.15,32,0.020249915328029052
-0.10,1,0.018193698600666008
-0.10,2,0.018667547148516993
-0.10,3,0.018452861082272655
-0.10,4,0.018283763733286322
-0.10,5,0.01793506695060332
-0.10,6,0.018445645682760047
-0.10,7,0.01835985723351439
-0.10,8,0.018374570711603103
-0.10,9,0.018116535983470308
-0.10,10,0.018477795666899777
-0.10,11,0.01851553828166592
-0.10,12,0.0181677040892913
-0.10,13,0.018063888175985487
-0.10,14,0.018187431116904056
-0.10,15,0.018293052775810895
-0.10,16,0.018353860455944993
-0.10,17,0.018109115475176674
-0.10,18,0.018607695903596632
-0.10,19,0.018447339307594367
-0.10,20,0.0185609367816583
-0.10,21,0.018433016028906908
-0.10,22,0.018338506418728077
-0.10,23,0.018066742220357507
-0.10,24,0.018323016363960696
-0.10,25,0.018425476109908728
-0.10,26,0.017922892883085687
-0.10,27,0.018462806111354885
-0.10,28,0.018498707174342648
-0.10,29,0.018335723349323697
-0.10,30,0.018293948576261727
-0.10,31,0.018401339190814138
-0.10,32,0.01848890192076751
-0.05,1,0.016462059648270324
-0.05,2,0.016427693740124937
-0.05,3,0.016600050711224317
-0.05,4,0.016315297031716816
-0.05,5,0.016598446515687933
-0.05,6,0.01659589837476672
-0.05,7,0.016252798069271303
-0.05,8,0.016703994494313007
-0.05,9,0.016458761077152707
-0.05,10,0.01638464546753648
-0.05,11,0.01655707049691399
-0.05,12,0.016348958238100102
-0.05,13,0.016449614808136566
-0.05,14,0.016453726684551022
-0.05,15,0.016351890366547633
-0.05,16,0.016382121913312352
-0.05,17,0.01637482135832788
-0.05,18,0.01656341897343771
-0.05,19,0.016345432453223025
-0.05,20,0.016386436515461608
-0.05,21,0.016747868232593388
-0.05,22,0.016560265792098728
-0.05,23,0.016405094882476795
-0.05,24,0.016273217398254117
-0.05,25,0.016289063849670885
-0.05,26,0.016474320989273858
-0.05,27,0.0166050569634187
-0.05,28,0.016499917293385565
-0.05,29,0.0166442347883123
-0.05,30,0.01662997692263307
-0.05,31,0.016298460820368448
-0.05,32,0.016276845778807975
00.00,1,0.014496774053685177
00.00,2,0.014647408369788622
00.00,3,0.014675479551034862
00.00,4,0.014967165748753513
00.00,5,0.014703296152938982
00.00,6,0.014804618693749532
00.00,7,0.014546390704516897
00.00,8,0.014823061765270703
00.00,9,0.01454500797384137
00.00,10,0.014667305705493933
00.00,11,0.01442353710171799
00.00,12,0.014831195409453353
00.00,13,0.014552380983650564
00.00,14,0.014811194624916414
00.00,15,0.014620385525192665
00.00,16,0.014765742113945969
00.00,17,0.01494356553543259
00.00,18,0.014832479371765538
00.00,19,0.01500631594496661
00.00,20,0.015009215776033208
00.00,21,0.015062893709416006
00.00,22,0.014792121121963908
00.00,23,0.015100701415255954
00.00,24,0.014549399910556881
00.00,25,0.014425903668547617
00.00,26,0.014757735926438007
00.00,27,0.014878268126237394
00.00,28,0.014567024025193942
00.00,29,0.014707082262282315
00.00,30,0.014779436857440237
00.00,31,0.014427271813701232
00.00,32,0.014837075965693964
00.05,1,0.012846157209566072
00.05,2,0.013351853377244535
00.05,3,0.012862525770708212
00.05,4,0.013134652032072485
00.05,5,0.013308243399076176
00.05,6,0.013031103239559043
00.05,7,0.013372031871639826
00.05,8,0.01327364823646033
00.05,9,0.013278817738513707
00.05,10,0.013156286701582602
00.05,11,0.012806379242822439
00.05,12,0.01315282410644993
00.05,13,0.013128141545512714
00.05,14,0.012960082955556455
00.05,15,0.013211479600876458
