idx,num,DKL
-0.50,1,0.11192023937496397
-0.50,2,0.11269685588711632
-0.50,3,0.1121396931143025
-0.50,4,0.11160241218169137
-0.50,5,0.11268300008773564
-0.50,6,0.11199003843309513
-0.50,7,0.1121346103101359
-0.50,8,0.11195183719043074
-0.50,9,0.11285151554694443
-0.50,10,0.11218822184597033
-0.50,11,0.11139960285918632
-0.50,12,0.11232525550022697
-0.50,13,0.1120968787183047
-0.50,14,0.11179077178463462
-0.50,15,0.11194789234509689
-0.50,16,0.11245219138214478
-0.50,17,0.11177210016012493
-0.50,18,0.11189765730963823
-0.50,19,0.11209340535949856
-0.50,20,0.11188305928734246
-0.50,21,0.11255024007621503
-0.50,22,0.11178357917126372
-0.50,23,0.11203229960330813
-0.50,24,0.11249131379249021
-0.50,25,0.11102335868144894
-0.50,26,0.11181279098991186
-0.50,27,0.11199795892152128
-0.50,28,0.11107578521364236
-0.50,29,0.11165187750905411
-0.50,30,0.1124331363062564
-0.50,31,0.11163013670810643
-0.50,32,0.11224030912157452
-0.45,1,0.11617842510857146
-0.45,2,0.11544728423331727
-0.45,3,0.11565091097918336
-0.45,4,0.11588705970799654
-0.45,5,0.11597684436815378
-0.45,6,0.11554289756361732
-0.45,7,0.11580369292534048
-0.45,8,0.11555956428019615
-0.45,9,0.11646127436397113
-0.45,10,0.11568720562940221
-0.45,11,0.11599467137082156
-0.45,12,0.11595980273911796
-0.45,13,0.11622830368364989
-0.45,14,0.11580330396801958
-0.45,15,0.11625441187138516
-0.45,16,0.11580806973011587
-0.45,17,0.11539955687191084
-0.45,18,0.1158427705249438
-0.45,19,0.11550224162295736
-0.45,20,0.11550042327468842
-0.45,21,0.11605722881758546
-0.45,22,0.11598705570656381
-0.45,23,0.11574673595951328
-0.45,24,0.11540360656662312
-0.45,25,0.11635375676088008
-0.45,26,0.1159037973149157
-0.45,27,0.11649198952120612
-0.45,28,0.11604279328089645
-0.45,29,0.1163232173399828
-0.45,30,0.1164048243670552
-0.45,31,0.11618088243800287
-0.45,32,0.11620918372966599
-0.40,1,0.12159155951220287
-0.40,2,0.12151306323886615
-0.40,3,0.12154798046749572
-0.40,4,0.12119914663793432
-0.40,5,0.12153060000779402
-0.40,6,0.1217165014519231
-0.40,7,0.12133502840423113
-0.40,8,0.12083065272490895
-0.40,9,0.12182103472640082
-0.40,10,0.12200611630154388
-0.40,11,0.12142937886101358
-0.40,12,0.121779848618508
-0.40,13,0.1213724668995868
-0.40,14,0.12142591855729937
-0.40,15,0.12119323399359391
-0.40,16,0.12144219354801018
-0.40,17,0.12094681905632922
-0.40,18,0.12129733559136341
-0.40,19,0.12133815696699846
-0.40,20,0.12107646533407554
-0.40,21,0.1210626775786893
-0.40,22,0.12125755854195461
-0.40,23,0.12174425014222749
-0.40,24,0.12154319209881723
-0.40,25,0.12130219612873308
-0.40,26,0.12112801005470902
-0.40,27,0.12103400031082112
-0.40,28,0.12123726083310712
-0.40,29,0.1216964092810758
-0.40,30,0.12168343915579982
-0.40,31,0.12141016033022523
-0.40,32,0.12134498981161826
-0.35,1,0.12939835009482645
-0.35,2,0.12846306052778636
-0.35,3,0.1291112667542624
-0.35,4,0.12824011342953365
-0.35,5,0.12858121236017353
-0.35,6,0.12890522706516816
-0.35,7,0.12795388066643634
-0.35,8,0.12874026890030385
-0.35,9,0.12858993459141643
-0.35,10,0.12824058452488654
-0.35,11,0.12898171704486253
-0.35,12,0.1287773951485248
-0.35,13,0.12853270974584094
-0.35,14,0.12874797116195136
-0.35,15,0.12813663526388802
-0.35,16,0.12904896046063807
-0.35,17,0.12836003390122502
-0.35,18,0.12845583577865066
-0.35,19,0.12922730149043787
-0.35,20,0.1278863457925428
-0.35,21,0.12869938458803343
-0.35,22,0.12885432640535013
-0.35,23,0.127888295166303
-0.35,24,0.12862215849115138
-0.35,25,0.1285423221469694
-0.35,26,0.12862209346202508
-0.35,27,0.12897039418382075
-0.35,28,0.12860836475217916
-0.35,29,0.1277315735420904
-0.35,30,0.12816121483622944
-0.35,31,0.12834884882509406
-0.35,32,0.1287175285745475
-0.30,1,0.14033776179111562
-0.30,2,0.13896670738941622
-0.30,3,0.13887440546031707
-0.30,4,0.1384614245196095
-0.30,5,0.13886364312812066
-0.30,6,0.13978139571491577
-0.30,7,0.1384476514101094
-0.30,8,0.1375123367646085
-0.30,9,0.13826027705563235
-0.30,10,0.13783557569505436
-0.30,11,0.13740969941422693
-0.30,12,0.1380480875280694
-0.30,13,0.13887139556968228
-0.30,14,0.13911383876408076
-0.30,15,0.13831969406200734
-0.30,16,0.13924686880354603
-0.30,17,0.13969194239511906
-0.30,18,0.13808627513794658
-0.30,19,0.1385913030569702
-0.30,20,0.13758460553059004
-0.30,21,0.13749736786045955
-0.30,22,0.1384931935849081
-0.30,23,0.13778955487905792
-0.30,24,0.13786616835704169
-0.30,25,0.1384660779631101
-0.30,26,0.13679031955021578
-0.30,27,0.1398713844528803
-0.30,28,0.13803425701272065
-0.30,29,0.1388031840318109
-0.30,30,0.13910433472232622
-0.30,31,0.1377005561084187
-0.30,32,0.13888994140975652
-0.25,1,0.15184308297178886
-0.25,2,0.15197023188915793
-0.25,3,0.15120298436774623
-0.25,4,0.15318845064660414
-0.25,5,0.1512774380960353
-0.25,6,0.15298254113588514
-0.25,7,0.15113592314767205
-0.25,8,0.15084281603148886
-0.25,9,0.15119703306814408
-0.25,10,0.15149180953605126
-0.25,11,0.15390919945847653
-0.25,12,0.15002725923785157
-0.25,13,0.15223614872599206
-0.25,14,0.15304701420880873
-0.25,15,0.15352869982098669
