idx,num,MSE
-0.50,1,0.014378625362693997
-0.50,2,0.014342533995592733
-0.50,3,0.01434511954105006
-0.50,4,0.014367672760384358
-0.50,5,0.01440153191460244
-0.50,6,0.01438754566770385
-0.50,7,0.014385863071051365
-0.50,8,0.014325376246685794
-0.50,9,0.01441099368091338
-0.50,10,0.014294087461403596
-0.50,11,0.01442415413662188
-0.50,12,0.014372583349760746
-0.50,13,0.014346779995679258
-0.50,14,0.014407868831666676
-0.50,15,0.014315612421467944
-0.50,16,0.014408679759853538
-0.50,17,0.014380591160851447
-0.50,18,0.01447184557755537
-0.50,19,0.014332538100766349
-0.50,20,0.014344063982159727
-0.50,21,0.014413907750086281
-0.50,22,0.014377918530280151
-0.50,23,0.014433179110794395
-0.50,24,0.014399473363189292
-0.50,25,0.014353954103631156
-0.50,26,0.01438906280436476
-0.50,27,0.014366325745560378
-0.50,28,0.014322683418396709
-0.50,29,0.014416235050372803
-0.50,30,0.014360577308977248
-0.50,31,0.014309634582093582
-0.50,32,0.01435890270131131
-0.45,1,0.01456239350790231
-0.45,2,0.014679843910469136
-0.45,3,0.014553668383071325
-0.45,4,0.014548648404827934
-0.45,5,0.014510999661208208
-0.45,6,0.0145001375244939
-0.45,7,0.014592389767238369
-0.45,8,0.014546223788932148
-0.45,9,0.014517811404347509
-0.45,10,0.014586468343322034
-0.45,11,0.014535474216353367
-0.45,12,0.014559215017764188
-0.45,13,0.014548460452813751
-0.45,14,0.014604764400347811
-0.45,15,0.014686567751366111
-0.45,16,0.014658965817339671
-0.45,17,0.014558086522176357
-0.45,18,0.014488620019297857
-0.45,19,0.014708856958142554
-0.45,20,0.014535900962497256
-0.45,21,0.014469458456409047
-0.45,22,0.014599079287222216
-0.45,23,0.014555210399144694
-0.45,24,0.01465180504294855
-0.45,25,0.014654955168606596
-0.45,26,0.014552741151275887
-0.45,27,0.0146335262058349
-0.45,28,0.014508867287705288
-0.45,29,0.014546984313434538
-0.45,30,0.014594370217484871
-0.45,31,0.014572060211555403
-0.45,32,0.014548111073883771
-0.40,1,0.014871827998031625
-0.40,2,0.014935780822545082
-0.40,3,0.014915154139261689
-0.40,4,0.014839938222436127
-0.40,5,0.014992296855577137
-0.40,6,0.014887688394191176
-0.40,7,0.014853378351287994
-0.40,8,0.014832637087267737
-0.40,9,0.014881749915065268
-0.40,10,0.014878243875725216
-0.40,11,0.014828514016751256
-0.40,12,0.014761274605230032
-0.40,13,0.01483169260156673
-0.40,14,0.014888056626623425
-0.40,15,0.015061926407926012
-0.40,16,0.014818547295078234
-0.40,17,0.014833002272842335
-0.40,18,0.014813137788500819
-0.40,19,0.014925668268380243
-0.40,20,0.014833563645838085
-0.40,21,0.015000971125377007
-0.40,22,0.014751157985220208
-0.40,23,0.014856275919376456
-0.40,24,0.014898534433184679
-0.40,25,0.01496218035619239
-0.40,26,0.014830841425899287
-0.40,27,0.015057567245996282
-0.40,28,0.014844256951711366
-0.40,29,0.014863229326020685
-0.40,30,0.014852292220322572
-0.40,31,0.014835983137552636
-0.40,32,0.014833115832400146
-0.35,1,0.015196711979640672
-0.35,2,0.015316138267591912
-0.35,3,0.015241778698160811
-0.35,4,0.01559839834574627
-0.35,5,0.015199407574249797
-0.35,6,0.015496923634576528
-0.35,7,0.01546067553077295
-0.35,8,0.015153938374478907
-0.35,9,0.015218234162673325
-0.35,10,0.015411662425892472
-0.35,11,0.015438777235525334
-0.35,12,0.015232411668901552
-0.35,13,0.015279777291363284
-0.35,14,0.015180444211165415
-0.35,15,0.015360785803992204
-0.35,16,0.01539050281524722
-0.35,17,0.01529345539498982
-0.35,18,0.015390955299277056
-0.35,19,0.01539325557662417
-0.35,20,0.015261307557160082
-0.35,21,0.015501507039036633
-0.35,22,0.015324055689246642
-0.35,23,0.015291305625680174
-0.35,24,0.015394064444459907
-0.35,25,0.01531521740882798
-0.35,26,0.015334376045095655
-0.35,27,0.015415631199594559
-0.35,28,0.01541154832786908
-0.35,29,0.015398551617395714
-0.35,30,0.015563662847341552
-0.35,31,0.015591308592318873
-0.35,32,0.015435770932623813
-0.30,1,0.01603766720973879
-0.30,2,0.01603964825045216
-0.30,3,0.01623777149745864
-0.30,4,0.016077501641172963
-0.30,5,0.01595402861992313
-0.30,6,0.016328694765266626
-0.30,7,0.016029487980627748
-0.30,8,0.01628920279475802
-0.30,9,0.01621518550458429
-0.30,10,0.015772171044410085
-0.30,11,0.01607856039291822
-0.30,12,0.016063090365335653
-0.30,13,0.0160071348172634
-0.30,14,0.015974042422097098
-0.30,15,0.015854960761120345
-0.30,16,0.01619067947449065
-0.30,17,0.016075425400758306
-0.30,18,0.01575387658251045
-0.30,19,0.015903177497961014
-0.30,20,0.015894675023127747
-0.30,21,0.015822680084961502
-0.30,22,0.016245754973263086
-0.30,23,0.01588590127899031
-0.30,24,0.016033860223354433
-0.30,25,0.016018107180708285
-0.30,26,0.01630856899026349
-0.30,27,0.01620902732742757
-0.30,28,0.015849780763669944
-0.30,29,0.016201607145639934
-0.30,30,0.01609841595434602
-0.30,31,0.016161627552201123
-0.30,32,0.015997239980114954
-0.25,1,0.016877760867802995
-0.25,2,0.017115249097235028
-0.25,3,0.017156296837537176
-0.25,4,0.0169500663088108
-0.25,5,0.01714294701887701
-0.25,6,0.01682670017949172
-0.25,7,0.01694099912234087
-0.25,8,0.016963429726416755
-0.25,9,0.016913660969071237
-0.25,10,0.016818615892724004
-0.25,11,0.017210736112683266
-0.25,12,0.01681747134905759
-0.25,13,0.017529141480860023
-0.25,14,0.017045006732112997
-0.25,15,0.01717742181262168
-0.25,16,0.01726158329012896
-0.25,17,0.016953198016018498
