idx,num,DKL
-0.50,1,0.11497622145434518
-0.50,2,0.11537021712715925
-0.50,3,0.11528265818615496
-0.50,4,0.1146924917664947
-0.50,5,0.11535313200223811
-0.50,6,0.1154348685292842
-0.50,7,0.11489045724916463
-0.50,8,0.11504942570756065
-0.50,9,0.11468415610092911
-0.50,10,0.11458350374847343
-0.50,11,0.11510671084434909
-0.50,12,0.115096378679825
-0.50,13,0.11515722134559431
-0.50,14,0.11489879753568571
-0.50,15,0.11483277727038951
-0.50,16,0.11539132447803863
-0.50,17,0.11503217161819493
-0.50,18,0.1149178660017046
-0.50,19,0.1153907090546963
-0.50,20,0.1153125717085989
-0.50,21,0.11509770057712988
-0.50,22,0.11511001536174953
-0.50,23,0.11523043063582258
-0.50,24,0.1150784102544701
-0.50,25,0.11444582318643479
-0.50,26,0.11510744039925244
-0.50,27,0.11482517564501345
-0.50,28,0.11520345928059393
-0.50,29,0.1149392479916936
-0.50,30,0.11507482880160835
-0.50,31,0.11513546834168872
-0.50,32,0.115335725071275
-0.45,1,0.12033455237637378
-0.45,2,0.1206119962386852
-0.45,3,0.12087485686144975
-0.45,4,0.11990380780334639
-0.45,5,0.1201788148812425
-0.45,6,0.12066784901173887
-0.45,7,0.12044623225782083
-0.45,8,0.12044261609771206
-0.45,9,0.12060530267294814
-0.45,10,0.12031516920137586
-0.45,11,0.12017089059869078
-0.45,12,0.12062501093485964
-0.45,13,0.11990208431884096
-0.45,14,0.12054031985382574
-0.45,15,0.1208657107605102
-0.45,16,0.12027900659239935
-0.45,17,0.12042045225162434
-0.45,18,0.12045866936210153
-0.45,19,0.12044840148628365
-0.45,20,0.11997201266996924
-0.45,21,0.12033992977692738
-0.45,22,0.12027742722790814
-0.45,23,0.1203373560698616
-0.45,24,0.12009810842728663
-0.45,25,0.12073793528113189
-0.45,26,0.12105061058646757
-0.45,27,0.1204428093156661
-0.45,28,0.12074988031901124
-0.45,29,0.12019961619074537
-0.45,30,0.12007264379978137
-0.45,31,0.12040366400659921
-0.45,32,0.11979830881065223
-0.40,1,0.12747340779017333
-0.40,2,0.1276814837397003
-0.40,3,0.12797607497512767
-0.40,4,0.12725556400033514
-0.40,5,0.1276174769201432
-0.40,6,0.12727767317533753
-0.40,7,0.1268359339849085
-0.40,8,0.12727990951028695
-0.40,9,0.1273035755377181
-0.40,10,0.12713172476702833
-0.40,11,0.12703628360316893
-0.40,12,0.12682406666729124
-0.40,13,0.12742664279399044
-0.40,14,0.1268800386213787
-0.40,15,0.127722453597031
-0.40,16,0.12713434863971176
-0.40,17,0.12745266993567655
-0.40,18,0.12711074508760872
-0.40,19,0.12772611586873509
-0.40,20,0.12742385837060424
-0.40,21,0.12712400433062507
-0.40,22,0.12662979368337085
-0.40,23,0.1275756932062495
