idx,num,squared_magnitude
-0.50,1,0.03112285436998468
-0.50,2,0.031218776200318737
-0.50,3,0.031254327208882736
-0.50,4,0.0311630448810477
-0.50,5,0.031016783580518018
-0.50,6,0.031129331131572947
-0.50,7,0.03108963474812221
-0.50,8,0.031311653323006935
-0.50,9,0.03101572978522068
-0.50,10,0.03130788990104638
-0.50,11,0.03101690724365772
-0.50,12,0.031222509861028105
-0.50,13,0.031208565921640563
-0.50,14,0.03099059266528451
-0.50,15,0.03126772439791462
-0.50,16,0.031046497226136057
-0.50,17,0.031044374486886902
-0.50,18,0.030829567187650123
-0.50,19,0.03128576810332618
-0.50,20,0.031234162773849553
-0.50,21,0.03106553797681063
-0.50,22,0.03109086642491091
-0.50,23,0.030957285669786686
-0.50,24,0.03105355712793441
-0.50,25,0.03129335639605782
-0.50,26,0.031079955366588495
-0.50,27,0.031164189097495253
-0.50,28,0.031294441383055496
-0.50,29,0.030994007196289915
-0.50,30,0.031200276522608487
-0.50,31,0.03138409158831747
-0.50,32,0.031150834588306028
-0.45,1,0.029668309889555433
-0.45,2,0.02946608586239346
-0.45,3,0.02969524152844566
-0.45,4,0.02970245495303309
-0.45,5,0.02981950866530254
-0.45,6,0.029778112666715477
-0.45,7,0.029613826642607952
-0.45,8,0.029758212256481422
-0.45,9,0.029743226469335648
-0.45,10,0.029647691734392287
-0.45,11,0.029787680031697922
-0.45,12,0.029658809528039287
-0.45,13,0.02970667296903084
-0.45,14,0.029573032720672167
-0.45,15,0.029329420278606112
-0.45,16,0.02947838447633158
-0.45,17,0.029637997450676558
-0.45,18,0.029783652714792424
-0.45,19,0.029361598727226563
-0.45,20,0.02984071233450628
-0.45,21,0.029873954210807886
-0.45,22,0.02959674593312189
-0.45,23,0.02967770305920875
-0.45,24,0.029369864123038922
-0.45,25,0.02942853119582123
-0.45,26,0.02959566532472558
-0.45,27,0.029475299421324118
-0.45,28,0.029669744708758307
-0.45,29,0.029657725425098782
-0.45,30,0.029497550176403604
-0.45,31,0.02967595716653344
-0.45,32,0.029718102702486877
-0.40,1,0.028026593893281358
-0.40,2,0.027978097012958066
-0.40,3,0.027960579504403383
-0.40,4,0.028167772875005364
-0.40,5,0.027962965916209778
-0.40,6,0.028085317389029477
