idx,num,logL
-0.25,12,-3322.994838
-0.25,13,-3323.124277
-0.25,14,-3323.266741
-0.25,15,-3324.017499
-0.25,16,-3323.09905
-0.25,17,-3323.772751
-0.25,18,-3322.812151
-0.25,19,-3324.04562
-0.25,20,-3323.209384
-0.25,21,-3322.129685
-0.25,22,-3322.454621
-0.25,23,-3322.563885
-0.25,24,-3323.446759
-0.25,25,-3322.051939
-0.25,26,-3323.797073
-0.25,27,-3322.392361
-0.25,28,-3323.617967
-0.25,29,-3323.248021
-0.25,30,-3323.513184
-0.25,31,-3322.667269
-0.25,32,-3323.413336
-0.20,1,-3333.286558
-0.20,2,-3332.966497
-0.20,3,-3333.521743
-0.20,4,-3332.575021
-0.20,5,-3333.929169
-0.20,6,-3334.591822
-0.20,7,-3334.559521
-0.20,8,-3332.999247
-0.20,9,-3333.633379
-0.20,10,-3333.381292
-0.20,11,-3333.864208
-0.20,12,-3333.741621
-0.20,13,-3334.267497
-0.20,14,-3334.305713
-0.20,15,-3333.883335
-0.20,16,-3332.943996
-0.20,17,-3334.337201
-0.20,18,-3334.182651
-0.20,19,-3332.903991
-0.20,20,-3332.831708
-0.20,21,-3333.593519
-0.20,22,-3333.503426
-0.20,23,-3334.294765
-0.20,24,-3334.569131
-0.20,25,-3332.297502
-0.20,26,-3333.227626
-0.20,27,-3333.175434
-0.20,28,-3333.471101
-0.20,29,-3333.492421
-0.20,30,-3333.666628
-0.20,31,-3332.316846
-0.20,32,-3333.381672
-0.15,1,-3345.561026
-0.15,2,-3345.799995
-0.15,3,-3345.001664
-0.15,4,-3346.486536
-0.15,5,-3346.228721
-0.15,6,-3345.235822
-0.15,7,-3345.900326
-0.15,8,-3346.987497
-0.15,9,-3346.171111
-0.15,10,-3344.308767
-0.15,11,-3344.483933
-0.15,12,-3345.735158
-0.15,13,-3345.930711
-0.15,14,-3345.284773
-0.15,15,-3344.714166
-0.15,16,-3345.801431
-0.15,17,-3345.953492
-0.15,18,-3344.904145
-0.15,19,-3346.619559
-0.15,20,-3346.826843
-0.15,21,-3346.484086
-0.15,22,-3346.427438
-0.15,23,-3345.831573
-0.15,24,-3346.102153
-0.15,25,-3344.709816
-0.15,26,-3345.636195
-0.15,27,-3346.291218
-0.15,28,-3345.392102
-0.15,29,-3345.662982
-0.15,30,-3346.186328
-0.15,31,-3346.33576
-0.15,32,-3346.710971
-0.10,1,-3360.742052
-0.10,2,-3360.741675
-0.10,3,-3361.171454
-0.10,4,-3360.122944
-0.10,5,-3361.358404
-0.10,6,-3358.877724
-0.10,7,-3359.670933
-0.10,8,-3360.112513
-0.10,9,-3359.720006
-0.10,10,-3360.083461
-0.10,11,-3361.123005
-0.10,12,-3361.031874
-0.10,13,-3361.075123
-0.10,14,-3362.64085
-0.10,15,-3360.600024
-0.10,16,-3361.213314
-0.10,17,-3360.067102
-0.10,18,-3361.424991
-0.10,19,-3362.17432
-0.10,20,-3361.868314
-0.10,21,-3362.807032
-0.10,22,-3361.277039
-0.10,23,-3360.230227
-0.10,24,-3359.717922
-0.10,25,-3359.896729
-0.10,26,-3359.546666
-0.10,27,-3359.438929
-0.10,28,-3359.508089
-0.10,29,-3360.614445
-0.10,30,-3361.678493
-0.10,31,-3362.055147
-0.10,32,-3360.087635
-0.05,1,-3380.517935
-0.05,2,-3379.038748
-0.05,3,-3381.001751
-0.05,4,-3379.00412
-0.05,5,-3380.350855
-0.05,6,-3379.982051
-0.05,7,-3379.722424
-0.05,8,-3376.77414
-0.05,9,-3381.72006
-0.05,10,-3378.568643
-0.05,11,-3377.663807
-0.05,12,-3382.424415
-0.05,13,-3379.879868
-0.05,14,-3379.225473
-0.05,15,-3378.501002
-0.05,16,-3378.754022
-0.05,17,-3379.279333
-0.05,18,-3378.744709
-0.05,19,-3379.747517
-0.05,20,-3378.987981
-0.05,21,-3381.862044
-0.05,22,-3379.875474
-0.05,23,-3381.161913
-0.05,24,-3378.724699
-0.05,25,-3379.995921
-0.05,26,-3379.260355
-0.05,27,-3378.853975
-0.05,28,-3379.089771
-0.05,29,-3380.754022
-0.05,30,-3382.850398
-0.05,31,-3377.083642
-0.05,32,-3379.854647
00.00,1,-3402.63872
00.00,2,-3404.552936
00.00,3,-3404.275271
00.00,4,-3404.188589
00.00,5,-3404.541283
00.00,6,-3405.751808
00.00,7,-3402.308819
00.00,8,-3406.170844
00.00,9,-3400.444327
00.00,10,-3404.335272
00.00,11,-3402.802982
00.00,12,-3402.807147
00.00,13,-3404.881892
00.00,14,-3402.696594
00.00,15,-3402.572335
00.00,16,-3402.435573
00.00,17,-3401.868271
00.00,18,-3405.577028
00.00,19,-3402.941881
00.00,20,-3404.576779
00.00,21,-3403.036175
00.00,22,-3402.936599
00.00,23,-3403.808994
00.00,24,-3402.3078
00.00,25,-3400.343289
00.00,26,-3404.132975
00.00,27,-3403.830007
00.00,28,-3401.586929
00.00,29,-3405.085533
00.00,30,-3406.126787
00.00,31,-3404.245482
00.00,32,-3401.98789
00.05,1,-3428.957474
00.05,2,-3429.448928
00.05,3,-3428.068075
00.05,4,-3429.735732
00.05,5,-3427.048552
00.05,6,-3428.305378
00.05,7,-3429.953982
00.05,8,-3430.339492
00.05,9,-3430.537688
00.05,10,-3428.716682
00.05,11,-3432.37676
00.05,12,-3427.536583
00.05,13,-3428.444667
00.05,14,-3428.98263
00.05,15,-3428.526212
00.05,16,-3432.828312
00.05,17,-3428.193181
00.05,18,-3431.10955
00.05,19,-3429.575169
00.05,20,-3429.301577
00.05,21,-3429.18557
00.05,22,-3428.956509
00.05,23,-3427.389655
00.05,24,-3427.514253
00.05,25,-3429.039387
00.05,26,-3431.452733
00.05,27,-3426.036866
00.05,28,-3428.61329
00.05,29,-3429.853432
00.05,30,-3429.394933
00.05,31,-3430.660563
00.05,32,-3431.543687
00.10,1,-3455.135059
00.10,2,-3457.781175
00.10,3,-3459.158308
00.10,4,-3459.857961
00.10,5,-3457.229399
00.10,6,-3457.407644
00.10,7,-3461.226036
00.10,8,-3458.959154
00.10,9,-3458.125303
00.10,10,-3456.642946
00.10,11,-3459.90265
00.10,12,-3455.425456
00.10,13,-3455.845035
00.10,14,-3455.624368
00.10,15,-3455.343205
00.10,16,-3456.827586
00.10,17,-3457.576521
00.10,18,-3456.812218
00.10,19,-3458.509599
00.10,20,-3454.616533
00.10,21,-3456.066463
00.10,22,-3455.852611
00.10,23,-3454.621397
00.10,24,-3452.150783
00.10,25,-3454.634785
00.10,26,-3458.110969
00.10,27,-3455.291822
00.10,28,-3454.733848
00.10,29,-3454.673778
00.10,30,-3453.909729
00.10,31,-3454.683598
00.10,32,-3452.362265
00.15,1,-3484.769427
00.15,2,-3482.745237
00.15,3,-3486.32407
00.15,4,-3484.438231
00.15,5,-3485.92953
00.15,6,-3484.194876
00.15,7,-3483.485662
00.15,8,-3482.234293
00.15,9,-3482.103211
00.15,10,-3485.245872
00.15,11,-3483.029335
00.15,12,-3481.443489
00.15,13,-3481.973252
00.15,14,-3485.230103
00.15,15,-3482.19482
00.15,16,-3483.556195
00.15,17,-3484.043386
00.15,18,-3482.726766
00.15,19,-3482.276558
00.15,20,-3488.318511
00.15,21,-3484.038085
00.15,22,-3485.5968
00.15,23,-3487.641785
00.15,24,-3484.461303
00.15,25,-3483.378051
00.15,26,-3482.304548
00.15,27,-3486.284676
00.15,28,-3480.225184
00.15,29,-3482.759319
00.15,30,-3481.52639
00.15,31,-3486.371939
00.15,32,-3483.744979
00.20,1,-3511.382471
00.20,2,-3508.366222
00.20,3,-3508.450497
00.20,4,-3510.750764
00.20,5,-3512.039692
00.20,6,-3511.074238
00.20,7,-3511.020001
00.20,8,-3511.338624
00.20,9,-3510.99793
00.20,10,-3512.080876
00.20,11,-3512.016006
00.20,12,-3508.416808
00.20,13,-3508.376876
00.20,14,-3512.011566
00.20,15,-3510.216206
00.20,16,-3509.614952
00.20,17,-3511.141695
00.20,18,-3511.044006
00.20,19,-3511.430282
00.20,20,-3509.172385
00.20,21,-3509.887927
00.20,22,-3510.256351
00.20,23,-3511.409537
00.20,24,-3512.720094
00.20,25,-3513.212543
00.20,26,-3510.056984
00.20,27,-3510.079701
00.20,28,-3508.918529
00.20,29,-3513.877204
00.20,30,-3510.206574
00.20,31,-3511.136579
00.20,32,-3512.299131
00.25,1,-3536.215649
00.25,2,-3534.607111
00.25,3,-3537.066544
00.25,4,-3532.628834
00.25,5,-3532.912316
00.25,6,-3534.361075
00.25,7,-3539.192905
00.25,8,-3536.52908
00.25,9,-3536.490313
00.25,10,-3537.285458
00.25,11,-3536.04781
00.25,12,-3537.903039
00.25,13,-3532.164842
00.25,14,-3539.187724
00.25,15,-3539.983298
00.25,16,-3535.906853
00.25,17,-3538.627361
00.25,18,-3534.538537
00.25,19,-3533.750544
00.25,20,-3529.327594
00.25,21,-3536.395745
00.25,22,-3536.716655
00.25,23,-3534.635411
00.25,24,-3536.347515
00.25,25,-3537.31163
00.25,26,-3535.361867
00.25,27,-3534.304566
00.25,28,-3537.072102
00.25,29,-3535.944218
00.25,30,-3539.893679
00.25,31,-3538.038903
00.25,32,-3537.608435
00.30,1,-3559.831135
00.30,2,-3559.295052
00.30,3,-3557.193207
00.30,4,-3553.818491
00.30,5,-3565.707929
00.30,6,-3564.870874
00.30,7,-3564.519129
00.30,8,-3556.528738
00.30,9,-3559.616826
00.30,10,-3562.983914
00.30,11,-3559.04328
00.30,12,-3559.947482
00.30,13,-3563.044121
00.30,14,-3558.016575
00.30,15,-3558.113409
00.30,16,-3559.11557
00.30,17,-3556.33584
00.30,18,-3561.381331
00.30,19,-3558.270807
00.30,20,-3557.539982
00.30,21,-3557.864464
00.30,22,-3560.649604
00.30,23,-3560.976542
00.30,24,-3563.39605
00.30,25,-3559.580869
00.30,26,-3561.564543
00.30,27,-3559.117613
00.30,28,-3554.329272
00.30,29,-3563.282665
00.30,30,-3559.989029
00.30,31,-3565.531237
00.30,32,-3565.733491
00.35,1,-3585.756581
00.35,2,-3585.172392
00.35,3,-3578.555041
00.35,4,-3578.285651
00.35,5,-3580.089689
00.35,6,-3584.771719
00.35,7,-3577.891638
00.35,8,-3580.637193
00.35,9,-3583.531281
00.35,10,-3575.354742
00.35,11,-3581.345001
00.35,12,-3576.5354
00.35,13,-3585.025509
00.35,14,-3577.471967
00.35,15,-3582.885365
00.35,16,-3577.917803
00.35,17,-3579.395859
00.35,18,-3583.250737
00.35,19,-3577.339658
00.35,20,-3586.122584
00.35,21,-3583.842924
00.35,22,-3579.565137
00.35,23,-3574.452237
00.35,24,-3580.140816
00.35,25,-3584.532548
00.35,26,-3583.500877
00.35,27,-3579.861347
00.35,28,-3582.939956
00.35,29,-3582.734492
00.35,30,-3582.686065
00.35,31,-3585.595689
00.35,32,-3582.281433
00.40,1,-3606.475988
00.40,2,-3605.324676
00.40,3,-3611.251389
00.40,4,-3599.968359
00.40,5,-3610.166438
00.40,6,-3603.09553
00.40,7,-3599.921193
00.40,8,-3611.641824
00.40,9,-3601.179742
00.40,10,-3605.053207
00.40,11,-3605.07637
00.40,12,-3601.566952
00.40,13,-3606.696463
00.40,14,-3608.379907
00.40,15,-3607.206936
00.40,16,-3604.988916
00.40,17,-3604.43337
00.40,18,-3606.97798
00.40,19,-3609.401992
00.40,20,-3605.005474
00.40,21,-3599.336021
00.40,22,-3613.990292
00.40,23,-3608.079608
00.40,24,-3606.939108
00.40,25,-3605.685155
00.40,26,-3605.684982
00.40,27,-3605.897785
00.40,28,-3610.40739
00.40,29,-3605.935305
00.40,30,-3605.181293
00.40,31,-3603.231434
00.40,32,-3603.810653
00.45,1,-3639.939271
00.45,2,-3635.199954
00.45,3,-3636.332306
00.45,4,-3638.642631
00.45,5,-3638.116457
00.45,6,-3642.534602
00.45,7,-3635.888486
00.45,8,-3638.242918
00.45,9,-3633.556696
00.45,10,-3639.84238
00.45,11,-3638.854603
00.45,12,-3637.490306
00.45,13,-3641.000636
00.45,14,-3635.187036
00.45,15,-3638.076542
00.45,16,-3640.605442
00.45,17,-3633.261897
00.45,18,-3634.725849
00.45,19,-3638.730299
00.45,20,-3635.368817
00.45,21,-3635.942679
00.45,22,-3632.431111
00.45,23,-3636.874642
00.45,24,-3634.499733
00.45,25,-3635.184589
00.45,26,-3634.162218
00.45,27,-3630.80907
00.45,28,-3637.205676
00.45,29,-3636.11162
00.45,30,-3640.076154
00.45,31,-3638.822086
00.45,32,-3641.833213
00.50,1,-3679.461424
00.50,2,-3671.293032
00.50,3,-3676.22046
00.50,4,-3682.491383
00.50,5,-3676.046526
00.50,6,-3679.045248
00.50,7,-3665.333473
00.50,8,-3675.442257
00.50,9,-3679.69777
00.50,10,-3671.097678
00.50,11,-3676.538211
00.50,12,-3673.746198
00.50,13,-3676.97578
00.50,14,-3680.931495
00.50,15,-3674.783133
00.50,16,-3672.644341
00.50,17,-3677.767562
00.50,18,-3670.713803
00.50,19,-3674.496968
00.50,20,-3671.89057
00.50,21,-3674.248876
00.50,22,-3675.387733
00.50,23,-3669.193658
00.50,24,-3672.975887
00.50,25,-3669.754322
00.50,26,-3673.354181
00.50,27,-3668.88043
00.50,28,-3671.050405
00.50,29,-3676.791671
00.50,30,-3679.342856
00.50,31,-3671.447685
00.50,32,-3675.882714
