idx,num,logL
-0.50,1,-2862.600625
-0.50,2,-2862.825443
-0.50,3,-2862.649945
-0.50,4,-2862.510014
-0.50,5,-2862.799379
-0.50,6,-2862.482592
-0.50,7,-2862.628296
-0.50,8,-2862.66421
-0.50,9,-2862.787403
-0.50,10,-2862.663824
-0.50,11,-2862.475731
-0.50,12,-2862.774552
-0.50,13,-2862.694529
-0.50,14,-2862.616322
-0.50,15,-2862.635507
-0.50,16,-2862.736039
-0.50,17,-2862.491722
-0.50,18,-2862.590357
-0.50,19,-2862.578495
-0.50,20,-2862.566865
-0.50,21,-2862.797332
-0.50,22,-2862.506644
-0.50,23,-2862.588628
-0.50,24,-2862.70653
-0.50,25,-2862.278659
-0.50,26,-2862.589312
-0.50,27,-2862.589915
-0.50,28,-2862.338589
-0.50,29,-2862.574648
-0.50,30,-2862.668337
-0.50,31,-2862.494958
-0.50,32,-2862.707434
-0.45,1,-2865.264223
-0.45,2,-2865.110512
-0.45,3,-2865.19988
-0.45,4,-2865.170341
-0.45,5,-2865.236795
-0.45,6,-2865.086478
-0.45,7,-2865.147319
-0.45,8,-2865.053627
-0.45,9,-2865.286305
-0.45,10,-2865.073674
-0.45,11,-2865.270162
-0.45,12,-2865.188838
-0.45,13,-2865.271229
-0.45,14,-2865.188313
-0.45,15,-2865.317123
-0.45,16,-2865.12508
-0.45,17,-2865.040142
-0.45,18,-2865.14058
-0.45,19,-2865.010501
-0.45,20,-2865.048994
-0.45,21,-2865.306335
-0.45,22,-2865.094129
-0.45,23,-2865.112038
-0.45,24,-2865.160122
-0.45,25,-2865.386095
-0.45,26,-2865.375963
-0.45,27,-2865.325784
-0.45,28,-2865.164441
-0.45,29,-2865.282481
-0.45,30,-2865.26404
-0.45,31,-2865.211847
-0.45,32,-2865.182911
-0.40,1,-2868.592218
-0.40,2,-2868.543728
-0.40,3,-2868.574213
-0.40,4,-2868.516104
-0.40,5,-2868.570083
-0.40,6,-2868.522948
-0.40,7,-2868.598268
-0.40,8,-2868.467828
-0.40,9,-2868.733955
-0.40,10,-2868.707647
-0.40,11,-2868.614049
-0.40,12,-2868.748984
-0.40,13,-2868.663585
-0.40,14,-2868.600096
-0.40,15,-2868.625091
-0.40,16,-2868.626528
-0.40,17,-2868.49766
-0.40,18,-2868.482407
-0.40,19,-2868.527168
-0.40,20,-2868.527694
-0.40,21,-2868.523424
-0.40,22,-2868.46723
-0.40,23,-2868.648824
-0.40,24,-2868.711629
-0.40,25,-2868.612393
-0.40,26,-2868.509526
-0.40,27,-2868.551112
-0.40,28,-2868.474395
-0.40,29,-2868.563237
-0.40,30,-2868.680924
-0.40,31,-2868.47785
-0.40,32,-2868.522256
-0.35,1,-2873.295544
-0.35,2,-2872.817995
-0.35,3,-2873.126203
-0.35,4,-2872.75483
-0.35,5,-2873.045435
-0.35,6,-2872.847678
-0.35,7,-2872.496586
-0.35,8,-2873.02451
-0.35,9,-2872.731049
-0.35,10,-2872.66541
-0.35,11,-2872.979724
-0.35,12,-2873.037353
-0.35,13,-2872.808015
-0.35,14,-2872.938219
-0.35,15,-2872.615924
-0.35,16,-2872.972421
-0.35,17,-2872.523693
-0.35,18,-2872.647454
-0.35,19,-2873.002362
-0.35,20,-2872.594682
-0.35,21,-2872.966021
-0.35,22,-2872.847412
-0.35,23,-2872.697211
-0.35,24,-2872.76613
-0.35,25,-2872.965097
-0.35,26,-2872.824646
-0.35,27,-2873.133706
-0.35,28,-2872.816816
-0.35,29,-2872.456474
-0.35,30,-2872.734473
-0.35,31,-2872.821367
-0.35,32,-2872.883382
-0.30,1,-2879.102469
-0.30,2,-2878.445793
-0.30,3,-2878.465345
-0.30,4,-2878.185859
-0.30,5,-2878.5833
-0.30,6,-2879.024165
-0.30,7,-2878.457845
-0.30,8,-2877.928035
-0.30,9,-2878.3381
-0.30,10,-2878.015397
-0.30,11,-2877.789062
-0.30,12,-2878.223374
-0.30,13,-2878.569548
-0.30,14,-2878.624337
-0.30,15,-2878.303725
-0.30,16,-2878.799593
-0.30,17,-2878.787035
-0.30,18,-2878.120837
-0.30,19,-2878.252573
-0.30,20,-2878.047132
-0.30,21,-2877.772299
-0.30,22,-2878.396656
-0.30,23,-2877.862999
-0.30,24,-2878.045615
-0.30,25,-2878.27605
-0.30,26,-2877.701907
-0.30,27,-2878.995263
-0.30,28,-2878.154531
-0.30,29,-2878.427402
-0.30,30,-2878.555211
-0.30,31,-2877.973919
-0.30,32,-2878.395651
-0.25,1,-2885.347398
-0.25,2,-2885.42828
-0.25,3,-2885.197752
-0.25,4,-2885.778834
-0.25,5,-2885.034751
-0.25,6,-2885.815415
-0.25,7,-2885.00319
-0.25,8,-2885.144655
-0.25,9,-2884.825463
-0.25,10,-2885.253224
-0.25,11,-2886.324198
-0.25,12,-2884.593038
-0.25,13,-2885.492531
-0.25,14,-2885.931501
-0.25,15,-2885.958378
-0.25,16,-2886.10164
-0.25,17,-2885.179603
-0.25,18,-2886.400778
-0.25,19,-2886.584207
-0.25,20,-2885.481451
-0.25,21,-2885.102559
-0.25,22,-2884.885399
-0.25,23,-2885.988655
-0.25,24,-2885.493323
-0.25,25,-2885.655677
-0.25,26,-2886.002824
-0.25,27,-2885.897124
-0.25,28,-2885.301105
-0.25,29,-2885.194636
-0.25,30,-2885.543614
-0.25,31,-2885.718436
-0.25,32,-2885.736274
-0.20,1,-2894.249597
-0.20,2,-2895.856188
-0.20,3,-2894.136104
-0.20,4,-2895.333892
-0.20,5,-2895.29296
-0.20,6,-2896.003993
-0.20,7,-2895.112972
-0.20,8,-2895.487649
-0.20,9,-2893.921206
-0.20,10,-2896.110999
-0.20,11,-2895.32562
-0.20,12,-2894.598235
-0.20,13,-2908.450412
-0.20,14,-2895.315176
-0.20,15,-2895.314687
-0.20,16,-2894.087368
-0.20,17,-2895.899596
-0.20,18,-2896.677495
-0.20,19,-2895.301657
-0.20,20,-2894.930436
-0.20,21,-2894.768139
-0.20,22,-2894.57923
-0.20,23,-2895.135579
-0.20,24,-2895.23697
-0.20,25,-2895.098356
-0.20,26,-2894.973568
-0.20,27,-2895.41426
-0.20,28,-2895.568142
-0.20,29,-2893.823674
-0.20,30,-2895.183828
-0.20,31,-2894.449981
-0.20,32,-2894.946943
-0.15,1,-2907.79427
-0.15,2,-2907.430892
-0.15,3,-2907.675886
-0.15,4,-2908.65067
-0.15,5,-2907.050602
-0.15,6,-2908.034776
-0.15,7,-2907.706862
-0.15,8,-2908.505124
-0.15,9,-2907.469103
-0.15,10,-2907.615066
-0.15,11,-2908.005773
-0.15,12,-2908.124726
-0.15,13,-2906.523652
-0.15,14,-2908.245387
-0.15,15,-2906.458534
-0.15,16,-2908.626628
-0.15,17,-2909.131949
-0.15,18,-2907.854217
-0.15,19,-2908.115935
-0.15,20,-2907.131764
-0.15,21,-2907.912697
-0.15,22,-2905.879027
-0.15,23,-2907.885392
-0.15,24,-2907.561633
-0.15,25,-2908.627415
-0.15,26,-2906.876105
-0.15,27,-2906.469818
-0.15,28,-2908.627595
-0.15,29,-2907.734857
-0.15,30,-2907.59124
-0.15,31,-2908.00198
-0.15,32,-2907.799922
-0.10,1,-2923.21374
-0.10,2,-2920.990662
-0.10,3,-2921.856567
-0.10,4,-2923.436152
-0.10,5,-2924.69951
-0.10,6,-2921.796437
-0.10,7,-2923.261456
-0.10,8,-2922.731652
-0.10,9,-2923.756321
-0.10,10,-2922.124386
-0.10,11,-2922.027031
-0.10,12,-2923.343663
-0.10,13,-2924.356753
-0.10,14,-2923.071922
-0.10,15,-2922.831564
-0.10,16,-2922.639798
-0.10,17,-2923.560027
-0.10,18,-2921.991191
-0.10,19,-2922.040491
-0.10,20,-2922.173514
-0.10,21,-2922.679793
-0.10,22,-2922.497053
-0.10,23,-2923.89816
-0.10,24,-2923.063475
-0.10,25,-2921.997956
-0.10,26,-2924.112452
-0.10,27,-2923.012231
-0.10,28,-2922.318856
-0.10,29,-2922.178807
-0.10,30,-2921.69028
-0.10,31,-2922.838815
-0.10,32,-2922.695587
-0.05,1,-2940.49761
-0.05,2,-2940.801517
-0.05,3,-2939.404838
-0.05,4,-2941.496703
-0.05,5,-2939.84888
-0.05,6,-2939.71509
-0.05,7,-2942.206347
-0.05,8,-2939.099042
-0.05,9,-2941.080741
-0.05,10,-2941.519459
-0.05,11,-2940.293383
-0.05,12,-2940.635268
-0.05,13,-2941.846742
-0.05,14,-2940.425743
-0.05,15,-2941.304141
-0.05,16,-2939.119833
-0.05,17,-2942.03
-0.05,18,-2940.933752
-0.05,19,-2941.481809
-0.05,20,-2942.15522
-0.05,21,-2939.344397
-0.05,22,-2940.951546
-0.05,23,-2940.242039
-0.05,24,-2939.886632
-0.05,25,-2941.834923
-0.05,26,-2940.550741
-0.05,27,-2939.675823
-0.05,28,-2941.492392
-0.05,29,-2939.542689
-0.05,30,-2940.488375
-0.05,31,-2942.621537
-0.05,32,-2941.255802
00.00,1,-2963.296681
00.00,2,-2962.603565
00.00,3,-2961.842389
00.00,4,-2959.885666
00.00,5,-2961.770025
00.00,6,-2962.054711
00.00,7,-2962.974583
00.00,8,-2962.086081
00.00,9,-2962.969713
00.00,10,-2962.383607
00.00,11,-2963.455519
00.00,12,-2960.152317
00.00,13,-2963.14774
00.00,14,-2960.602089
00.00,15,-2960.968368
00.00,16,-2962.332727
00.00,17,-2960.190148
00.00,18,-2960.931897
00.00,19,-2959.104403
00.00,20,-2959.662296
00.00,21,-2959.624181
00.00,22,-2961.890282
00.00,23,-2959.189162
00.00,24,-2963.677955
00.00,25,-2962.860831
00.00,26,-2961.44352
00.00,27,-2960.960641
00.00,28,-2962.856038
00.00,29,-2960.691656
00.00,30,-2961.45959
00.00,31,-2964.760239
00.00,32,-2959.260684
00.05,1,-2988.20957
00.05,2,-2983.041928
00.05,3,-2988.416662
00.05,4,-2985.083214
00.05,5,-2982.699665
00.05,6,-2986.259873
00.05,7,-2982.533396
00.05,8,-2983.56699
00.05,9,-2982.663271
00.05,10,-2983.080634
00.05,11,-2987.379156
00.05,12,-2985.025096
00.05,13,-2985.762905
00.05,14,-2988.053859
00.05,15,-2983.613905
00.05,16,-2985.865027
00.05,17,-2984.955366
00.05,18,-2988.903516
00.05,19,-2984.180239
00.05,20,-2987.005635
00.05,21,-2986.197664
00.05,22,-2982.948411
00.05,23,-2983.805643
00.05,24,-2983.509729
00.05,25,-2986.558319
00.05,26,-2988.277625
00.05,27,-2986.066305
00.05,28,-2984.295804
00.05,29,-2984.251525
00.05,30,-2988.35614
00.05,31,-2988.945109
00.05,32,-2986.03149
00.10,1,-3006.717995
00.10,2,-3009.700819
00.10,3,-3011.098562
00.10,4,-3011.322343
00.10,5,-3010.588452
00.10,6,-3009.047889
00.10,7,-3008.856477
00.10,8,-3010.899374
00.10,9,-3012.604922
00.10,10,-3008.471022
00.10,11,-3011.356879
00.10,12,-3012.428159
00.10,13,-3012.885934
00.10,14,-3010.789345
00.10,15,-3010.26199
00.10,16,-3007.726461
00.10,17,-3011.476334
00.10,18,-3008.351367
00.10,19,-3009.488823
00.10,20,-3013.004017
00.10,21,-3009.027916
00.10,22,-3010.861417
00.10,23,-3010.927278
00.10,24,-3012.305601
00.10,25,-3007.98286
00.10,26,-3009.416178
00.10,27,-3009.849178
00.10,28,-3007.949453
00.10,29,-3007.6928
00.10,30,-3007.750726
00.10,31,-3009.421369
00.10,32,-3007.550609
00.15,1,-3038.44501
00.15,2,-3034.006632
00.15,3,-3035.736163
00.15,4,-3036.099801
00.15,5,-3036.1831
00.15,6,-3032.535702
00.15,7,-3036.091416
00.15,8,-3033.738554
00.15,9,-3035.215759
00.15,10,-3032.857638
00.15,11,-3032.391292
00.15,12,-3034.894367
00.15,13,-3034.97274
00.15,14,-3033.615356
00.15,15,-3032.598682
00.15,16,-3035.020187
00.15,17,-3035.579169
00.15,18,-3036.099177
00.15,19,-3036.338648
00.15,20,-3036.532373
00.15,21,-3038.422292
00.15,22,-3036.864986
00.15,23,-3037.913472
00.15,24,-3036.205015
00.15,25,-3040.522399
00.15,26,-3036.227879
00.15,27,-3033.466876
00.15,28,-3035.688563
00.15,29,-3041.204265
00.15,30,-3036.826263
00.15,31,-3037.022396
00.15,32,-3037.703773
00.20,1,-3068.599225
