455
13
10X11110110X1 1.0
X10XX11000010 1.0
0111011000010 1.0
01X0X11000011 0.5
01X0X11000011 0.5
011XX01000011 0.5
011XX01000011 0.5
1101011000000 0.25
1101011000001 0.25
1101011000010 0.25
1101011000011 0.25
011XXX100001X 1.0
1111001000011 1.0
1111101XXXX11 1.0
10X0111000011 1.0
1111111010X11 1.0
101X1110X000X 1.0
0111001000011 1.0
1111XX1000011 1.0
1011111000011 1.0
10X0111000011 1.0
10X111101X011 1.0
1110011000011 1.0
0111111000001 1.0
1110011000000 1.0
1010111XXXX11 1.0
1011111X110XX 0.5
1011111X110XX 0.5
11111X1000011 1.0
1111111000011 1.0
0111X110000X1 1.0
0000000000000 1.0
0111001000010 1.0
0110001000011 1.0
0111011000011 1.0
1011111000011 0.5
1111111000011 0.5
1111001000011 1.0
0111001000010 1.0
0111111000000 1.0
0111111000001 1.0
1111001000011 1.0
1110011000011 1.0
1111001000000 1.0
0111001000011 1.0
10001X1000011 1.0
1111X11000011 1.0
11100X1000010 1.0
1111001000011 1.0
0111XX1000011 1.0
0111011000011 1.0
111101100XX00 1.0
X111XX1000011 1.0
0111010000011 1.0
101111100X0X1 1.0
0111101000011 1.0
1111111000011 1.0
0110XX100000X 1.0
1111011000000 1.0
101X1111100X1 0.125
101X1111000X1 0.125
101X1110100X1 0.125
101X1110000X1 0.125
101X1110100X1 0.125
101X1111000X1 0.125
101X1110000X1 0.125
101X1111100X1 0.125
0111011000011 1.0
0111011000010 1.0
00101X1000011 1.0
0111011000001 1.0
1111011000011 1.0
111001X000001 1.0
1011111000011 1.0
0111XX100001X 1.0
1111101000011 1.0
0111011000001 1.0
0110011000011 1.0
1011111000011 1.0
11110X10001X0 1.0
1111011000011 1.0
0111001000011 1.0
0110011000011 1.0
0110001000000 1.0
0011X11X00011 1.0
0X11111X000XX 1.0
1111011000011 1.0
0011X1100001X 1.0
1111X01X00X00 1.0
0011X01000000 1.0
0011111XXXX00 0.25
0011111XXXX01 0.25
0011111XXXX10 0.25
0011111XXXX11 0.25
111XX11000011 0.25
111XX10000011 0.25
111XX11000011 0.25
111XX10000011 0.25
1111111000010 0.5
0111111000010 0.5
01101X1000011 1.0
1111X11X000X1 1.0
1X1101100000X 1.0
0111111X000X1 1.0
0010X11000001 1.0
101X011X000X1 1.0
1X111110100XX 1.0
001111100000X 1.0
00111110000XX 1.0
0011101000001 1.0
00111110000XX 1.0
0X1111100001X 1.0
0111001000011 0.25
0111001000010 0.25
0111001000000 0.25
0111001000001 0.25
1111011000011 1.0
0011101X000XX 1.0
00111110000X0 1.0
10110110000X1 1.0
0111011000011 1.0
X0110110000X1 1.0
1011111X000X1 1.0
1111111000011 1.0
01110X1000000 1.0
1011X11000000 1.0
1111001000011 1.0
00110110000X0 1.0
10111010000XX 1.0
11011X1000111 1.0
0101011000011 1.0
0111111000011 1.0
0011111000000 1.0
1111001000000 1.0
0011X11000000 0.5
0011X11000000 0.5
1011111000000 1.0
00111110000X0 1.0
1111011000011 1.0
00111010000X0 1.0
0X111110000XX 1.0
1011111000001 1.0
1111111X00001 1.0
1111011000011 1.0
00111110000XX 1.0
1011001000000 1.0
10111110000X1 1.0
1011X110000X0 1.0
10111110100X1 1.0
10110110000XX 1.0
10110010000X0 1.0
1111X1100001X 1.0
X0111110000X1 1.0
1011001000001 1.0
0110001000000 1.0
1X111X1000011 1.0
1011111000001 1.0
1011111010001 1.0
1011111000001 1.0
10111110000XX 1.0
0111011000011 1.0
10110110000XX 1.0
0111111000011 1.0
11110110000XX 1.0
10111110000X1 1.0
10110110000XX 1.0
10111110000XX 1.0
10111110000XX 1.0
1111001000011 1.0
1011X110000XX 1.0
1111001000000 1.0
1011111000000 1.0
1011111000001 1.0
X01111100000X 1.0
001X001000X11 1.0
0111110000011 0.5
0111111000011 0.5
10111X10000XX 1.0
101111101X0X1 1.0
10111110000XX 1.0
10111110000X1 1.0
10110110000X1 1.0
1111111000011 1.0
1011XX1000011 1.0
0101000000011 1.0
1111XX10000X1 1.0
101110100000X 1.0
10111110000X1 1.0
0010111000011 1.0
110X011000011 1.0
0111111000010 1.0
0111011000000 1.0
1011X11000011 1.0
10111110000X0 1.0
1011011000000 1.0
00100X0000000 0.5
01100X0000000 0.5
10111110000X0 0.5
10110110000X0 0.5
1X11X11000011 1.0
01X1001000000 1.0
0010XX1000000 1.0
1111111000011 1.0
1011111000011 1.0
0110XX1000011 1.0
01X0001000000 1.0
X110000000000 1.0
1X11111000011 1.0
1111011000000 1.0
1111111000001 1.0
0110011000001 1.0
111XXX10000X1 1.0
111100100001X 1.0
1101111000001 1.0
0110001000001 1.0
11111110XX0X1 1.0
0111001000001 1.0
11111110XX0XX 1.0
1110111011011 1.0
1111011000001 1.0
0110011000000 1.0
0110X11000011 1.0
01100X1000011 1.0
0010111000011 1.0
0111001000000 1.0
0111001000011 0.25
0111011000011 0.25
0111101000011 0.25
