455
5
1X11X 1.0
00XX1 1.0
01101 1.0
1X0X1 0.5
1X0X1 0.5
01XX1 0.5
01XX1 0.5
10100 0.25
10100 0.25
10101 0.25
10101 0.25
01XX1 1.0
11101 1.0
11111 1.0
1X011 1.0
11111 1.0
11X10 1.0
11101 1.0
111X1 1.0
11111 1.0
1X011 1.0
1X111 1.0
11001 1.0
01110 1.0
01000 1.0
11011 1.0
1111X 0.5
1111X 0.5
11111 1.0
11111 1.0
111XX 1.0
00000 1.0
11101 1.0
11001 1.0
X1101 1.0
01111 0.5
01111 0.5
11101 1.0
11101 1.0
11110 1.0
11110 1.0
11101 1.0
01001 1.0
11100 1.0
11101 1.0
10011 1.0
111X1 1.0
01001 1.0
11101 1.0
111X1 1.0
11101 1.0
11100 1.0
011X1 1.0
11101 1.0
1111X 1.0
11111 1.0
11111 1.0
010X0 1.0
11100 1.0
11X1X 0.125
11X1X 0.125
11X1X 0.125
11X1X 0.125
11X1X 0.125
11X1X 0.125
11X1X 0.125
11X1X 0.125
11101 1.0
01101 1.0
01011 1.0
11100 1.0
01101 1.0
X1000 1.0
01111 1.0
111X1 1.0
11111 1.0
11100 1.0
11001 1.0
11111 1.0
1110X 1.0
01101 1.0
01101 1.0
11001 1.0
01000 1.0
011X1 1.0
0111X 1.0
01101 1.0
011X1 1.0
111X0 1.0
111X0 1.0
01110 0.25
01110 0.25
01111 0.25
01111 0.25
11XX1 0.25
11XX1 0.25
11XX1 0.25
11XX1 0.25
11111 0.5
11111 0.5
11011 1.0
111XX 1.0
01100 1.0
1111X 1.0
010X0 1.0
01X0X 1.0
0111X 1.0
01110 1.0
0111X 1.0
01110 1.0
0111X 1.0
11111 1.0
11101 0.25
11101 0.25
11100 0.25
11100 0.25
01101 1.0
0111X 1.0
X111X 1.0
1110X 1.0
11101 1.0
0110X 1.0
1111X 1.0
11111 1.0
01100 1.0
011X0 1.0
11101 1.0
0110X 1.0
0111X 1.0
10111 1.0
10101 1.0
01111 1.0
01110 1.0
11100 1.0
011X0 0.5
011X0 0.5
01110 1.0
0111X 1.0
11101 1.0
0111X 1.0
0111X 1.0
01110 1.0
01110 1.0
11101 1.0
0111X 1.0
X1100 1.0
0111X 1.0
011XX 1.0
1111X 1.0
0110X 1.0
0110X 1.0
111X1 1.0
0111X 1.0
01100 1.0
11000 1.0
11111 1.0
X1110 1.0
01110 1.0
01110 1.0
1111X 1.0
01101 1.0
0110X 1.0
11111 1.0
X110X 1.0
0111X 1.0
1110X 1.0
1111X 1.0
0111X 1.0
11101 1.0
011XX 1.0
11100 1.0
01110 1.0
01110 1.0
01110 1.0
01X01 1.0
11111 0.5
11111 0.5
0111X 1.0
X111X 1.0
0111X 1.0
0111X 1.0
0110X 1.0
11111 1.0
X11X1 1.0
10101 1.0
011XX 1.0
X1110 1.0
0111X 1.0
01011 1.0
10X01 1.0
11111 1.0
11100 1.0
111X1 1.0
0111X 1.0
01100 1.0
01000 0.5
01000 0.5
X111X 0.5
X110X 0.5
111X1 1.0
1X100 1.0
010X0 1.0
11111 1.0
01111 1.0
010X1 1.0
0X000 1.0
11000 1.0
X1111 1.0
11100 1.0
11110 1.0
01000 1.0
11XXX 1.0
11101 1.0
10110 1.0
01000 1.0
1111X 1.0
11100 1.0
1111X 1.0
11011 1.0
11100 1.0
01000 1.0
010X1 1.0
01001 1.0
01011 1.0
11100 1.0
11101 0.25
11101 0.25
11111 0.25
11111 0.25
11101 1.0
111X1 1.0
01000 1.0
