455
5
11101 1.0
10X00 1.0
10000 1.0
X1X00 0.5
X1X00 0.5
11X00 0.5
11X00 0.5
10000 0.25
11000 0.25
10000 0.25
11000 0.25
1XX00 1.0
11000 1.0
111XX 1.0
X1100 1.0
11101 1.0
1X10X 1.0
11000 1.0
X1X00 1.0
11100 1.0
X1100 1.0
11101 1.0
11000 1.0
11100 1.0
10000 1.0
111XX 1.0
1X1X1 0.5
1X1X1 0.5
11100 1.0
11100 1.0
11X00 1.0
00000 1.0
10000 1.0
11000 1.0
11000 1.0
11100 0.5
11100 0.5
11000 1.0
10000 1.0
10100 1.0
11100 1.0
11000 1.0
11000 1.0
10000 1.0
11000 1.0
11100 1.0
11X00 1.0
10000 1.0
11000 1.0
11X00 1.0
11000 1.0
10000 1.0
11X00 1.0
11000 1.0
11100 1.0
11100 1.0
11100 1.0
1XX00 1.0
10000 1.0
11111 0.125
11110 0.125
11101 0.125
11100 0.125
11101 0.125
11110 0.125
11100 0.125
11111 0.125
11000 1.0
10000 1.0
11100 1.0
11000 1.0
11000 1.0
11000 1.0
11100 1.0
1XX00 1.0
11100 1.0
11000 1.0
11000 1.0
11100 1.0
10000 1.0
11000 1.0
11000 1.0
11000 1.0
10000 1.0
11XX0 1.0
1X1X0 1.0
11000 1.0
1XX00 1.0
10XX0 1.0
10X00 1.0
101XX 0.25
111XX 0.25
101XX 0.25
111XX 0.25
11X00 0.25
11X00 0.25
01X00 0.25
01X00 0.25
10100 0.5
10100 0.5
11100 1.0
11XX0 1.0
1X000 1.0
111X0 1.0
11X00 1.0
110X0 1.0
1X101 1.0
1X100 1.0
1X100 1.0
11100 1.0
1X100 1.0
1X100 1.0
11000 0.25
10000 0.25
10000 0.25
11000 0.25
11000 1.0
1X1X0 1.0
10100 1.0
11000 1.0
11000 1.0
11000 1.0
111X0 1.0
11100 1.0
10000 1.0
10X00 1.0
11000 1.0
10000 1.0
1X100 1.0
11100 1.0
11000 1.0
11100 1.0
10100 1.0
10000 1.0
00X00 0.5
10X00 0.5
10100 1.0
10100 1.0
11000 1.0
00100 1.0
1X100 1.0
11100 1.0
111X0 1.0
11000 1.0
1X100 1.0
10000 1.0
11100 1.0
10X00 1.0
11101 1.0
1X000 1.0
10000 1.0
1XX00 1.0
11100 1.0
11000 1.0
10000 1.0
11100 1.0
11100 1.0
11101 1.0
11100 1.0
1X100 1.0
11000 1.0
1X000 1.0
11100 1.0
1X000 1.0
11100 1.0
1X000 1.0
1X100 1.0
1X100 1.0
11000 1.0
1XX00 1.0
10000 1.0
10100 1.0
11100 1.0
1X100 1.0
11000 1.0
11100 0.5
11100 0.5
XX100 1.0
11101 1.0
1X100 1.0
11100 1.0
X1000 1.0
11100 1.0
11X00 1.0
11000 1.0
11X00 1.0
